symbol,yahoo_symbol,name,series,isin,industry,source,as_of
AUBANK,AUBANK.NS,AU Small Finance Bank Ltd.,EQ,INE949L01017,Financial Services,niftyindices_ind_nifty200list,2026-04-29
AUROPHARMA,AUROPHARMA.NS,Aurobindo Pharma Ltd.,EQ,INE406A01037,Healthcare,niftyindices_ind_nifty200list,2026-04-29
AXISBANK,AXISBANK.NS,Axis Bank Ltd.,EQ,INE238A01034,Financial Services,niftyindices_ind_nifty200list,2026-04-29
BAJAJ-AUTO,BAJAJ-AUTO.NS,Bajaj Auto Ltd.,EQ,INE917I01010,Automobile and Auto Components,niftyindices_ind_nifty200list,2026-04-29
BAJAJFINSV,BAJAJFINSV.NS,Bajaj Finserv Ltd.,EQ,INE918I01026,Financial Services,niftyindices_ind_nifty200list,2026-04-29
BAJAJHLDNG,BAJAJHLDNG.NS,Bajaj Holdings & Investment Ltd.,EQ,INE118A01012,Financial Services,niftyindices_ind_nifty200list,2026-04-29
BAJFINANCE,BAJFINANCE.NS,Bajaj Finance Ltd.,EQ,INE296A01032,Financial Services,niftyindices_ind_nifty200list,2026-04-29
BANKBARODA,BANKBARODA.NS,Bank of Baroda,EQ,INE028A01039,Financial Services,niftyindices_ind_nifty200list,2026-04-29
BANKINDIA,BANKINDIA.NS,Bank of India,EQ,INE084A01016,Financial Services,niftyindices_ind_nifty200list,2026-04-29
BDL,BDL.NS,Bharat Dynamics Ltd.,EQ,INE171Z01026,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
BEL,BEL.NS,Bharat Electronics Ltd.,EQ,INE263A01024,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
BHARATFORG,BHARATFORG.NS,Bharat Forge Ltd.,EQ,INE465A01025,Automobile and Auto Components,niftyindices_ind_nifty200list,2026-04-29
BHARTIARTL,BHARTIARTL.NS,Bharti Airtel Ltd.,EQ,INE397D01024,Telecommunication,niftyindices_ind_nifty200list,2026-04-29
BHEL,BHEL.NS,Bharat Heavy Electricals Ltd.,EQ,INE257A01026,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
BIOCON,BIOCON.NS,Biocon Ltd.,EQ,INE376G01013,Healthcare,niftyindices_ind_nifty200list,2026-04-29
BLUESTARCO,BLUESTARCO.NS,Blue Star Ltd.,EQ,INE472A01039,Consumer Durables,niftyindices_ind_nifty200list,2026-04-29
BOSCHLTD,BOSCHLTD.NS,Bosch Ltd.,EQ,INE323A01026,Automobile and Auto Components,niftyindices_ind_nifty200list,2026-04-29
BPCL,BPCL.NS,Bharat Petroleum Corporation Ltd.,EQ,INE029A01011,Oil Gas & Consumable Fuels,niftyindices_ind_nifty200list,2026-04-29
BRITANNIA,BRITANNIA.NS,Britannia Industries Ltd.,EQ,INE216A01030,Fast Moving Consumer Goods,niftyindices_ind_nifty200list,2026-04-29
BSE,BSE.NS,BSE Ltd.,EQ,INE118H01025,Financial Services,niftyindices_ind_nifty200list,2026-04-29
CANBK,CANBK.NS,Canara Bank,EQ,INE476A01022,Financial Services,niftyindices_ind_nifty200list,2026-04-29
CGPOWER,CGPOWER.NS,CG Power and Industrial Solutions Ltd.,EQ,INE067A01029,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
CHOLAFIN,CHOLAFIN.NS,Cholamandalam Investment and Finance Company Ltd.,EQ,INE121A01024,Financial Services,niftyindices_ind_nifty200list,2026-04-29
CIPLA,CIPLA.NS,Cipla Ltd.,EQ,INE059A01026,Healthcare,niftyindices_ind_nifty200list,2026-04-29
COALINDIA,COALINDIA.NS,Coal India Ltd.,EQ,INE522F01014,Oil Gas & Consumable Fuels,niftyindices_ind_nifty200list,2026-04-29
COCHINSHIP,COCHINSHIP.NS,Cochin Shipyard Ltd.,EQ,INE704P01025,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
COFORGE,COFORGE.NS,Coforge Ltd.,EQ,INE591G01025,Information Technology,niftyindices_ind_nifty200list,2026-04-29
COLPAL,COLPAL.NS,Colgate Palmolive (India) Ltd.,EQ,INE259A01022,Fast Moving Consumer Goods,niftyindices_ind_nifty200list,2026-04-29
CONCOR,CONCOR.NS,Container Corporation of India Ltd.,EQ,INE111A01025,Services,niftyindices_ind_nifty200list,2026-04-29
COROMANDEL,COROMANDEL.NS,Coromandel International Ltd.,EQ,INE169A01031,Chemicals,niftyindices_ind_nifty200list,2026-04-29
CUMMINSIND,CUMMINSIND.NS,Cummins India Ltd.,EQ,INE298A01020,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
DABUR,DABUR.NS,Dabur India Ltd.,EQ,INE016A01026,Fast Moving Consumer Goods,niftyindices_ind_nifty200list,2026-04-29
DIVISLAB,DIVISLAB.NS,Divi's Laboratories Ltd.,EQ,INE361B01024,Healthcare,niftyindices_ind_nifty200list,2026-04-29
DIXON,DIXON.NS,Dixon Technologies (India) Ltd.,EQ,INE935N01020,Consumer Durables,niftyindices_ind_nifty200list,2026-04-29
DLF,DLF.NS,DLF Ltd.,EQ,INE271C01023,Realty,niftyindices_ind_nifty200list,2026-04-29
DMART,DMART.NS,Avenue Supermarts Ltd.,EQ,INE192R01011,Consumer Services,niftyindices_ind_nifty200list,2026-04-29
DRREDDY,DRREDDY.NS,Dr. Reddy's Laboratories Ltd.,EQ,INE089A01031,Healthcare,niftyindices_ind_nifty200list,2026-04-29
EICHERMOT,EICHERMOT.NS,Eicher Motors Ltd.,EQ,INE066A01021,Automobile and Auto Components,niftyindices_ind_nifty200list,2026-04-29
ENRIN,ENRIN.NS,Siemens Energy India Ltd.,EQ,INE1NPP01017,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
ETERNAL,ETERNAL.NS,Eternal Ltd.,EQ,INE758T01015,Consumer Services,niftyindices_ind_nifty200list,2026-04-29
EXIDEIND,EXIDEIND.NS,Exide Industries Ltd.,EQ,INE302A01020,Automobile and Auto Components,niftyindices_ind_nifty200list,2026-04-29
FEDERALBNK,FEDERALBNK.NS,Federal Bank Ltd.,EQ,INE171A01029,Financial Services,niftyindices_ind_nifty200list,2026-04-29
FORTIS,FORTIS.NS,Fortis Healthcare Ltd.,EQ,INE061F01013,Healthcare,niftyindices_ind_nifty200list,2026-04-29
GAIL,GAIL.NS,GAIL (India) Ltd.,EQ,INE129A01019,Oil Gas & Consumable Fuels,niftyindices_ind_nifty200list,2026-04-29
GLENMARK,GLENMARK.NS,Glenmark Pharmaceuticals Ltd.,EQ,INE935A01035,Healthcare,niftyindices_ind_nifty200list,2026-04-29
GMRAIRPORT,GMRAIRPORT.NS,GMR Airports Ltd.,EQ,INE776C01039,Services,niftyindices_ind_nifty200list,2026-04-29
GODFRYPHLP,GODFRYPHLP.NS,Godfrey Phillips India Ltd.,EQ,INE260B01028,Fast Moving Consumer Goods,niftyindices_ind_nifty200list,2026-04-29
GODREJCP,GODREJCP.NS,Godrej Consumer Products Ltd.,EQ,INE102D01028,Fast Moving Consumer Goods,niftyindices_ind_nifty200list,2026-04-29
GODREJPROP,GODREJPROP.NS,Godrej Properties Ltd.,EQ,INE484J01027,Realty,niftyindices_ind_nifty200list,2026-04-29
GRASIM,GRASIM.NS,Grasim Industries Ltd.,EQ,INE047A01021,Construction Materials,niftyindices_ind_nifty200list,2026-04-29
GROWW,GROWW.NS,Billionbrains Garage Ventures Ltd.,EQ,INE0HOQ01053,Financial Services,niftyindices_ind_nifty200list,2026-04-29
GVT&D,GVT&D.NS,GE Vernova T&D India Ltd.,EQ,INE200A01026,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
HAL,HAL.NS,Hindustan Aeronautics Ltd.,EQ,INE066F01020,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
HAVELLS,HAVELLS.NS,Havells India Ltd.,EQ,INE176B01034,Consumer Durables,niftyindices_ind_nifty200list,2026-04-29
HCLTECH,HCLTECH.NS,HCL Technologies Ltd.,EQ,INE860A01027,Information Technology,niftyindices_ind_nifty200list,2026-04-29
HDFCAMC,HDFCAMC.NS,HDFC Asset Management Company Ltd.,EQ,INE127D01025,Financial Services,niftyindices_ind_nifty200list,2026-04-29
HDFCBANK,HDFCBANK.NS,HDFC Bank Ltd.,EQ,INE040A01034,Financial Services,niftyindices_ind_nifty200list,2026-04-29
HDFCLIFE,HDFCLIFE.NS,HDFC Life Insurance Company Ltd.,EQ,INE795G01014,Financial Services,niftyindices_ind_nifty200list,2026-04-29
HEROMOTOCO,HEROMOTOCO.NS,Hero MotoCorp Ltd.,EQ,INE158A01026,Automobile and Auto Components,niftyindices_ind_nifty200list,2026-04-29
HINDALCO,HINDALCO.NS,Hindalco Industries Ltd.,EQ,INE038A01020,Metals & Mining,niftyindices_ind_nifty200list,2026-04-29
HINDPETRO,HINDPETRO.NS,Hindustan Petroleum Corporation Ltd.,EQ,INE094A01015,Oil Gas & Consumable Fuels,niftyindices_ind_nifty200list,2026-04-29
HINDUNILVR,HINDUNILVR.NS,Hindustan Unilever Ltd.,EQ,INE030A01027,Fast Moving Consumer Goods,niftyindices_ind_nifty200list,2026-04-29
HINDZINC,HINDZINC.NS,Hindustan Zinc Ltd.,EQ,INE267A01025,Metals & Mining,niftyindices_ind_nifty200list,2026-04-29
HUDCO,HUDCO.NS,Housing & Urban Development Corporation Ltd.,EQ,INE031A01017,Financial Services,niftyindices_ind_nifty200list,2026-04-29
HYUNDAI,HYUNDAI.NS,Hyundai Motor India Ltd.,EQ,INE0V6F01027,Automobile and Auto Components,niftyindices_ind_nifty200list,2026-04-29
ICICIAMC,ICICIAMC.NS,ICICI Prudential Asset Management Company Ltd.,EQ,INE346A01027,Financial Services,niftyindices_ind_nifty200list,2026-04-29
ICICIBANK,ICICIBANK.NS,ICICI Bank Ltd.,EQ,INE090A01021,Financial Services,niftyindices_ind_nifty200list,2026-04-29
ICICIGI,ICICIGI.NS,ICICI Lombard General Insurance Company Ltd.,EQ,INE765G01017,Financial Services,niftyindices_ind_nifty200list,2026-04-29
IDEA,IDEA.NS,Vodafone Idea Ltd.,EQ,INE669E01016,Telecommunication,niftyindices_ind_nifty200list,2026-04-29
IDFCFIRSTB,IDFCFIRSTB.NS,IDFC First Bank Ltd.,EQ,INE092T01019,Financial Services,niftyindices_ind_nifty200list,2026-04-29
INDHOTEL,INDHOTEL.NS,Indian Hotels Co. Ltd.,EQ,INE053A01029,Consumer Services,niftyindices_ind_nifty200list,2026-04-29
INDIANB,INDIANB.NS,Indian Bank,EQ,INE562A01011,Financial Services,niftyindices_ind_nifty200list,2026-04-29
INDIGO,INDIGO.NS,InterGlobe Aviation Ltd.,EQ,INE646L01027,Services,niftyindices_ind_nifty200list,2026-04-29
INDUSINDBK,INDUSINDBK.NS,IndusInd Bank Ltd.,EQ,INE095A01012,Financial Services,niftyindices_ind_nifty200list,2026-04-29
INDUSTOWER,INDUSTOWER.NS,Indus Towers Ltd.,EQ,INE121J01017,Telecommunication,niftyindices_ind_nifty200list,2026-04-29
INFY,INFY.NS,Infosys Ltd.,EQ,INE009A01021,Information Technology,niftyindices_ind_nifty200list,2026-04-29
IOC,IOC.NS,Indian Oil Corporation Ltd.,EQ,INE242A01010,Oil Gas & Consumable Fuels,niftyindices_ind_nifty200list,2026-04-29
IRCTC,IRCTC.NS,Indian Railway Catering And Tourism Corporation Ltd.,EQ,INE335Y01020,Consumer Services,niftyindices_ind_nifty200list,2026-04-29
IREDA,IREDA.NS,Indian Renewable Energy Development Agency Ltd.,EQ,INE202E01016,Financial Services,niftyindices_ind_nifty200list,2026-04-29
IRFC,IRFC.NS,Indian Railway Finance Corporation Ltd.,EQ,INE053F01010,Financial Services,niftyindices_ind_nifty200list,2026-04-29
ITC,ITC.NS,ITC Ltd.,EQ,INE154A01025,Fast Moving Consumer Goods,niftyindices_ind_nifty200list,2026-04-29
JINDALSTEL,JINDALSTEL.NS,Jindal Steel Ltd.,EQ,INE749A01030,Metals & Mining,niftyindices_ind_nifty200list,2026-04-29
JIOFIN,JIOFIN.NS,Jio Financial Services Ltd.,EQ,INE758E01017,Financial Services,niftyindices_ind_nifty200list,2026-04-29
JSWENERGY,JSWENERGY.NS,JSW Energy Ltd.,EQ,INE121E01018,Power,niftyindices_ind_nifty200list,2026-04-29
JSWSTEEL,JSWSTEEL.NS,JSW Steel Ltd.,EQ,INE019A01038,Metals & Mining,niftyindices_ind_nifty200list,2026-04-29
JUBLFOOD,JUBLFOOD.NS,Jubilant Foodworks Ltd.,EQ,INE797F01020,Consumer Services,niftyindices_ind_nifty200list,2026-04-29
KALYANKJIL,KALYANKJIL.NS,Kalyan Jewellers India Ltd.,EQ,INE303R01014,Consumer Durables,niftyindices_ind_nifty200list,2026-04-29
KEI,KEI.NS,KEI Industries Ltd.,EQ,INE878B01027,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
KOTAKBANK,KOTAKBANK.NS,Kotak Mahindra Bank Ltd.,EQ,INE237A01036,Financial Services,niftyindices_ind_nifty200list,2026-04-29
KPITTECH,KPITTECH.NS,KPIT Technologies Ltd.,EQ,INE04I401011,Information Technology,niftyindices_ind_nifty200list,2026-04-29
LAURUSLABS,LAURUSLABS.NS,Laurus Labs Ltd.,EQ,INE947Q01028,Healthcare,niftyindices_ind_nifty200list,2026-04-29
LENSKART,LENSKART.NS,Lenskart Solutions Ltd.,EQ,INE956O01016,Consumer Services,niftyindices_ind_nifty200list,2026-04-29
LGEINDIA,LGEINDIA.NS,LG Electronics India Ltd.,EQ,INE324D01010,Consumer Durables,niftyindices_ind_nifty200list,2026-04-29
LICHSGFIN,LICHSGFIN.NS,LIC Housing Finance Ltd.,EQ,INE115A01026,Financial Services,niftyindices_ind_nifty200list,2026-04-29
LODHA,LODHA.NS,Lodha Developers Ltd.,EQ,INE670K01029,Realty,niftyindices_ind_nifty200list,2026-04-29
LT,LT.NS,Larsen & Toubro Ltd.,EQ,INE018A01030,Construction,niftyindices_ind_nifty200list,2026-04-29
LTF,LTF.NS,L&T Finance Ltd.,EQ,INE498L01015,Financial Services,niftyindices_ind_nifty200list,2026-04-29
LTM,LTM.NS,LTM Ltd.,EQ,INE214T01019,Information Technology,niftyindices_ind_nifty200list,2026-04-29
LUPIN,LUPIN.NS,Lupin Ltd.,EQ,INE326A01037,Healthcare,niftyindices_ind_nifty200list,2026-04-29
M&M,M&M.NS,Mahindra & Mahindra Ltd.,EQ,INE101A01026,Automobile and Auto Components,niftyindices_ind_nifty200list,2026-04-29
M&MFIN,M&MFIN.NS,Mahindra & Mahindra Financial Services Ltd.,EQ,INE774D01024,Financial Services,niftyindices_ind_nifty200list,2026-04-29
MANKIND,MANKIND.NS,Mankind Pharma Ltd.,EQ,INE634S01028,Healthcare,niftyindices_ind_nifty200list,2026-04-29
MARICO,MARICO.NS,Marico Ltd.,EQ,INE196A01026,Fast Moving Consumer Goods,niftyindices_ind_nifty200list,2026-04-29
MARUTI,MARUTI.NS,Maruti Suzuki India Ltd.,EQ,INE585B01010,Automobile and Auto Components,niftyindices_ind_nifty200list,2026-04-29
MAXHEALTH,MAXHEALTH.NS,Max Healthcare Institute Ltd.,EQ,INE027H01010,Healthcare,niftyindices_ind_nifty200list,2026-04-29
MAZDOCK,MAZDOCK.NS,Mazagoan Dock Shipbuilders Ltd.,EQ,INE249Z01020,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
MCX,MCX.NS,Multi Commodity Exchange of India Ltd.,EQ,INE745G01043,Financial Services,niftyindices_ind_nifty200list,2026-04-29
MFSL,MFSL.NS,Max Financial Services Ltd.,EQ,INE180A01020,Financial Services,niftyindices_ind_nifty200list,2026-04-29
MOTHERSON,MOTHERSON.NS,Samvardhana Motherson International Ltd.,EQ,INE775A01035,Automobile and Auto Components,niftyindices_ind_nifty200list,2026-04-29
MOTILALOFS,MOTILALOFS.NS,Motilal Oswal Financial Services Ltd.,EQ,INE338I01027,Financial Services,niftyindices_ind_nifty200list,2026-04-29
MPHASIS,MPHASIS.NS,MphasiS Ltd.,EQ,INE356A01018,Information Technology,niftyindices_ind_nifty200list,2026-04-29
MRF,MRF.NS,MRF Ltd.,EQ,INE883A01011,Automobile and Auto Components,niftyindices_ind_nifty200list,2026-04-29
MUTHOOTFIN,MUTHOOTFIN.NS,Muthoot Finance Ltd.,EQ,INE414G01012,Financial Services,niftyindices_ind_nifty200list,2026-04-29
NATIONALUM,NATIONALUM.NS,National Aluminium Co. Ltd.,EQ,INE139A01034,Metals & Mining,niftyindices_ind_nifty200list,2026-04-29
NAUKRI,NAUKRI.NS,Info Edge (India) Ltd.,EQ,INE663F01032,Consumer Services,niftyindices_ind_nifty200list,2026-04-29
NESTLEIND,NESTLEIND.NS,Nestle India Ltd.,EQ,INE239A01024,Fast Moving Consumer Goods,niftyindices_ind_nifty200list,2026-04-29
NHPC,NHPC.NS,NHPC Ltd.,EQ,INE848E01016,Power,niftyindices_ind_nifty200list,2026-04-29
NMDC,NMDC.NS,NMDC Ltd.,EQ,INE584A01023,Metals & Mining,niftyindices_ind_nifty200list,2026-04-29
NTPC,NTPC.NS,NTPC Ltd.,EQ,INE733E01010,Power,niftyindices_ind_nifty200list,2026-04-29
NYKAA,NYKAA.NS,FSN E-Commerce Ventures Ltd.,EQ,INE388Y01029,Consumer Services,niftyindices_ind_nifty200list,2026-04-29
OBEROIRLTY,OBEROIRLTY.NS,Oberoi Realty Ltd.,EQ,INE093I01010,Realty,niftyindices_ind_nifty200list,2026-04-29
OFSS,OFSS.NS,Oracle Financial Services Software Ltd.,EQ,INE881D01027,Information Technology,niftyindices_ind_nifty200list,2026-04-29
OIL,OIL.NS,Oil India Ltd.,EQ,INE274J01014,Oil Gas & Consumable Fuels,niftyindices_ind_nifty200list,2026-04-29
ONGC,ONGC.NS,Oil & Natural Gas Corporation Ltd.,EQ,INE213A01029,Oil Gas & Consumable Fuels,niftyindices_ind_nifty200list,2026-04-29
PAGEIND,PAGEIND.NS,Page Industries Ltd.,EQ,INE761H01022,Textiles,niftyindices_ind_nifty200list,2026-04-29
PATANJALI,PATANJALI.NS,Patanjali Foods Ltd.,EQ,INE619A01035,Fast Moving Consumer Goods,niftyindices_ind_nifty200list,2026-04-29
PAYTM,PAYTM.NS,One 97 Communications Ltd.,EQ,INE982J01020,Financial Services,niftyindices_ind_nifty200list,2026-04-29
PERSISTENT,PERSISTENT.NS,Persistent Systems Ltd.,EQ,INE262H01021,Information Technology,niftyindices_ind_nifty200list,2026-04-29
PFC,PFC.NS,Power Finance Corporation Ltd.,EQ,INE134E01011,Financial Services,niftyindices_ind_nifty200list,2026-04-29
PHOENIXLTD,PHOENIXLTD.NS,Phoenix Mills Ltd.,EQ,INE211B01039,Realty,niftyindices_ind_nifty200list,2026-04-29
PIDILITIND,PIDILITIND.NS,Pidilite Industries Ltd.,EQ,INE318A01026,Chemicals,niftyindices_ind_nifty200list,2026-04-29
PIIND,PIIND.NS,PI Industries Ltd.,EQ,INE603J01030,Chemicals,niftyindices_ind_nifty200list,2026-04-29
PNB,PNB.NS,Punjab National Bank,EQ,INE160A01022,Financial Services,niftyindices_ind_nifty200list,2026-04-29
POLICYBZR,POLICYBZR.NS,PB Fintech Ltd.,EQ,INE417T01026,Financial Services,niftyindices_ind_nifty200list,2026-04-29
POLYCAB,POLYCAB.NS,Polycab India Ltd.,EQ,INE455K01017,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
POWERGRID,POWERGRID.NS,Power Grid Corporation of India Ltd.,EQ,INE752E01010,Power,niftyindices_ind_nifty200list,2026-04-29
POWERINDIA,POWERINDIA.NS,Hitachi Energy India Ltd.,EQ,INE07Y701011,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
PREMIERENE,PREMIERENE.NS,Premier Energies Ltd.,EQ,INE0BS701011,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
PRESTIGE,PRESTIGE.NS,Prestige Estates Projects Ltd.,EQ,INE811K01011,Realty,niftyindices_ind_nifty200list,2026-04-29
RADICO,RADICO.NS,Radico Khaitan Ltd,EQ,INE944F01028,Fast Moving Consumer Goods,niftyindices_ind_nifty200list,2026-04-29
RECLTD,RECLTD.NS,REC Ltd.,EQ,INE020B01018,Financial Services,niftyindices_ind_nifty200list,2026-04-29
RELIANCE,RELIANCE.NS,Reliance Industries Ltd.,EQ,INE002A01018,Oil Gas & Consumable Fuels,niftyindices_ind_nifty200list,2026-04-29
RVNL,RVNL.NS,Rail Vikas Nigam Ltd.,EQ,INE415G01027,Construction,niftyindices_ind_nifty200list,2026-04-29
SAIL,SAIL.NS,Steel Authority of India Ltd.,EQ,INE114A01011,Metals & Mining,niftyindices_ind_nifty200list,2026-04-29
SBICARD,SBICARD.NS,SBI Cards and Payment Services Ltd.,EQ,INE018E01016,Financial Services,niftyindices_ind_nifty200list,2026-04-29
SBILIFE,SBILIFE.NS,SBI Life Insurance Company Ltd.,EQ,INE123W01016,Financial Services,niftyindices_ind_nifty200list,2026-04-29
SBIN,SBIN.NS,State Bank of India,EQ,INE062A01020,Financial Services,niftyindices_ind_nifty200list,2026-04-29
SHREECEM,SHREECEM.NS,Shree Cement Ltd.,EQ,INE070A01015,Construction Materials,niftyindices_ind_nifty200list,2026-04-29
SHRIRAMFIN,SHRIRAMFIN.NS,Shriram Finance Ltd.,EQ,INE721A01047,Financial Services,niftyindices_ind_nifty200list,2026-04-29
SIEMENS,SIEMENS.NS,Siemens Ltd.,EQ,INE003A01024,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
SOLARINDS,SOLARINDS.NS,Solar Industries India Ltd.,EQ,INE343H01029,Chemicals,niftyindices_ind_nifty200list,2026-04-29
SRF,SRF.NS,SRF Ltd.,EQ,INE647A01010,Chemicals,niftyindices_ind_nifty200list,2026-04-29
SUNPHARMA,SUNPHARMA.NS,Sun Pharmaceutical Industries Ltd.,EQ,INE044A01036,Healthcare,niftyindices_ind_nifty200list,2026-04-29
SUPREMEIND,SUPREMEIND.NS,Supreme Industries Ltd.,EQ,INE195A01028,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
SUZLON,SUZLON.NS,Suzlon Energy Ltd.,EQ,INE040H01021,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
SWIGGY,SWIGGY.NS,Swiggy Ltd.,EQ,INE00H001014,Consumer Services,niftyindices_ind_nifty200list,2026-04-29
TATACAP,TATACAP.NS,Tata Capital Ltd.,EQ,INE976I01016,Financial Services,niftyindices_ind_nifty200list,2026-04-29
TATACOMM,TATACOMM.NS,Tata Communications Ltd.,EQ,INE151A01013,Telecommunication,niftyindices_ind_nifty200list,2026-04-29
TATACONSUM,TATACONSUM.NS,Tata Consumer Products Ltd.,EQ,INE192A01025,Fast Moving Consumer Goods,niftyindices_ind_nifty200list,2026-04-29
TATAELXSI,TATAELXSI.NS,Tata Elxsi Ltd.,EQ,INE670A01012,Information Technology,niftyindices_ind_nifty200list,2026-04-29
TATAINVEST,TATAINVEST.NS,Tata Investment Corporation Ltd.,EQ,INE672A01026,Financial Services,niftyindices_ind_nifty200list,2026-04-29
TATAPOWER,TATAPOWER.NS,Tata Power Co. Ltd.,EQ,INE245A01021,Power,niftyindices_ind_nifty200list,2026-04-29
TATASTEEL,TATASTEEL.NS,Tata Steel Ltd.,EQ,INE081A01020,Metals & Mining,niftyindices_ind_nifty200list,2026-04-29
TCS,TCS.NS,Tata Consultancy Services Ltd.,EQ,INE467B01029,Information Technology,niftyindices_ind_nifty200list,2026-04-29
TECHM,TECHM.NS,Tech Mahindra Ltd.,EQ,INE669C01036,Information Technology,niftyindices_ind_nifty200list,2026-04-29
TIINDIA,TIINDIA.NS,Tube Investments of India Ltd.,EQ,INE974X01010,Automobile and Auto Components,niftyindices_ind_nifty200list,2026-04-29
TITAN,TITAN.NS,Titan Company Ltd.,EQ,INE280A01028,Consumer Durables,niftyindices_ind_nifty200list,2026-04-29
TMCV,TMCV.NS,Tata Motors Ltd.,EQ,INE1TAE01010,Capital Goods,niftyindices_ind_nifty200list,2026-04-29
TMPV,TMPV.NS,Tata Motors Passenger Vehicles Ltd.,EQ,INE155A01022,Automobile and Auto Components,niftyindices_ind_nifty200list,2026-04-29
TORNTPHARM,TORNTPHARM.NS,Torrent Pharmaceuticals Ltd.,EQ,INE685A01028,Healthcare,niftyindices_ind_nifty200list,2026-04-29
TRENT,TRENT.NS,Trent Ltd.,EQ,INE849A01020,Consumer Services,niftyindices_ind_nifty200list,2026-04-29
TVSMOTOR,TVSMOTOR.NS,TVS Motor Company Ltd.,EQ,INE494B01023,Automobile and Auto Components,niftyindices_ind_nifty200list,2026-04-29
ULTRACEMCO,ULTRACEMCO.NS,UltraTech Cement Ltd.,EQ,INE481G01011,Construction Materials,niftyindices_ind_nifty200list,2026-04-29
UNIONBANK,UNIONBANK.NS,Union Bank of India,EQ,INE692A01016,Financial Services,niftyindices_ind_nifty200list,2026-04-29
UNITDSPR,UNITDSPR.NS,United Spirits Ltd.,EQ,INE854D01024,Fast Moving Consumer Goods,niftyindices_ind_nifty200list,2026-04-29
UPL,UPL.NS,UPL Ltd.,EQ,INE628A01036,Chemicals,niftyindices_ind_nifty200list,2026-04-29
VBL,VBL.NS,Varun Beverages Ltd.,EQ,INE200M01039,Fast Moving Consumer Goods,niftyindices_ind_nifty200list,2026-04-29
VEDL,VEDL.NS,Vedanta Ltd.,EQ,INE205A01025,Metals & Mining,niftyindices_ind_nifty200list,2026-04-29
VMM,VMM.NS,Vishal Mega Mart Ltd.,EQ,INE01EA01019,Consumer Services,niftyindices_ind_nifty200list,2026-04-29
