symbol,yahoo_symbol,name,series,isin,industry,source,as_of
LAURUSLABS,LAURUSLABS.NS,Laurus Labs Limited,EQ,INE947Q01028,,local_data_nse_equity_list,2026-04-29
LAXMICOT,LAXMICOT.NS,Laxmi Cotspin Limited,BE,INE801V01019,,local_data_nse_equity_list,2026-04-29
LAXMIDENTL,LAXMIDENTL.NS,Laxmi Dental Limited,EQ,INE0WO601020,,local_data_nse_equity_list,2026-04-29
LAXMIINDIA,LAXMIINDIA.NS,Laxmi India Finance Limited,EQ,INE06WU01026,,local_data_nse_equity_list,2026-04-29
LCCINFOTEC,LCCINFOTEC.NS,LCC Infotech Limited,BE,INE938A01021,,local_data_nse_equity_list,2026-04-29
LEMERITE,LEMERITE.NS,Le Merite Exports Limited,EQ,INE0G1L01017,,local_data_nse_equity_list,2026-04-29
LEMONTREE,LEMONTREE.NS,Lemon Tree Hotels Limited,EQ,INE970X01018,,local_data_nse_equity_list,2026-04-29
LENSKART,LENSKART.NS,Lenskart Solutions Limited,EQ,INE956O01016,,local_data_nse_equity_list,2026-04-29
LEXUS,LEXUS.NS,Lexus Granito (India) Limited,BE,INE500X01013,,local_data_nse_equity_list,2026-04-29
LFIC,LFIC.NS,Lakshmi Finance & Industrial Corporation Limited,EQ,INE850E01012,,local_data_nse_equity_list,2026-04-29
LGBBROSLTD,LGBBROSLTD.NS,LG Balakrishnan & Bros Limited,EQ,INE337A01034,,local_data_nse_equity_list,2026-04-29
LGEINDIA,LGEINDIA.NS,LG Electronics India Limited,EQ,INE324D01010,,local_data_nse_equity_list,2026-04-29
LGHL,LGHL.NS,Laxmi Goldorna House Limited,EQ,INE258Y01016,,local_data_nse_equity_list,2026-04-29
LIBAS,LIBAS.NS,Libas Consumer Products Limited,EQ,INE908V01012,,local_data_nse_equity_list,2026-04-29
LIBERTSHOE,LIBERTSHOE.NS,Liberty Shoes Limited,EQ,INE557B01019,,local_data_nse_equity_list,2026-04-29
LICHSGFIN,LICHSGFIN.NS,LIC Housing Finance Limited,EQ,INE115A01026,,local_data_nse_equity_list,2026-04-29
LICI,LICI.NS,Life Insurance Corporation Of India,EQ,INE0J1Y01017,,local_data_nse_equity_list,2026-04-29
LIKHITHA,LIKHITHA.NS,Likhitha Infrastructure Limited,BE,INE060901027,,local_data_nse_equity_list,2026-04-29
LINC,LINC.NS,Linc Limited,EQ,INE802B01027,,local_data_nse_equity_list,2026-04-29
LINCOLN,LINCOLN.NS,Lincoln Pharmaceuticals Limited,EQ,INE405C01035,,local_data_nse_equity_list,2026-04-29
LINDEINDIA,LINDEINDIA.NS,Linde India Limited,EQ,INE473A01011,,local_data_nse_equity_list,2026-04-29
LLOYDSENGG,LLOYDSENGG.NS,LLOYDS ENGINEERING WORKS LIMITED,EQ,INE093R01011,,local_data_nse_equity_list,2026-04-29
LLOYDSENT,LLOYDSENT.NS,Lloyds Enterprises Limited,EQ,INE080I01025,,local_data_nse_equity_list,2026-04-29
LLOYDSME,LLOYDSME.NS,Lloyds Metals And Energy Limited,EQ,INE281B01032,,local_data_nse_equity_list,2026-04-29
LMW,LMW.NS,LMW Limited,EQ,INE269B01029,,local_data_nse_equity_list,2026-04-29
LODHA,LODHA.NS,Lodha Developers Limited,EQ,INE670K01029,,local_data_nse_equity_list,2026-04-29
LOKESHMACH,LOKESHMACH.NS,Lokesh Machines Limited,BE,INE397H01017,,local_data_nse_equity_list,2026-04-29
LORDSCHLO,LORDSCHLO.NS,Lords Chloro Alkali Limited,EQ,INE846D01012,,local_data_nse_equity_list,2026-04-29
LOTUSDEV,LOTUSDEV.NS,Sri Lotus Developers and Realty Limited,EQ,INE0V9Q01010,,local_data_nse_equity_list,2026-04-29
LOTUSEYE,LOTUSEYE.NS,Lotus Eye Hospital and Institute Limited,EQ,INE947I01017,,local_data_nse_equity_list,2026-04-29
LOVABLE,LOVABLE.NS,Lovable Lingerie Limited,EQ,INE597L01014,,local_data_nse_equity_list,2026-04-29
LOYALTEX,LOYALTEX.NS,Loyal Textile Mills Limited,BE,INE970D01010,,local_data_nse_equity_list,2026-04-29
LPDC,LPDC.NS,Landmark Property Development Company Limited,BE,INE197J01017,,local_data_nse_equity_list,2026-04-29
LT,LT.NS,Larsen & Toubro Limited,EQ,INE018A01030,,local_data_nse_equity_list,2026-04-29
LTF,LTF.NS,L&T Finance Limited,EQ,INE498L01015,,local_data_nse_equity_list,2026-04-29
LTFOODS,LTFOODS.NS,LT Foods Limited,EQ,INE818H01020,,local_data_nse_equity_list,2026-04-29
LTM,LTM.NS,LTM Limited,EQ,INE214T01019,,local_data_nse_equity_list,2026-04-29
LTTS,LTTS.NS,L&T Technology Services Limited,EQ,INE010V01017,,local_data_nse_equity_list,2026-04-29
LUMAXIND,LUMAXIND.NS,Lumax Industries Limited,EQ,INE162B01018,,local_data_nse_equity_list,2026-04-29
LUMAXTECH,LUMAXTECH.NS,Lumax Auto Technologies Limited,EQ,INE872H01027,,local_data_nse_equity_list,2026-04-29
LUPIN,LUPIN.NS,Lupin Limited,EQ,INE326A01037,,local_data_nse_equity_list,2026-04-29
LUXIND,LUXIND.NS,Lux Industries Limited,EQ,INE150G01020,,local_data_nse_equity_list,2026-04-29
LXCHEM,LXCHEM.NS,Laxmi Organic Industries Limited,EQ,INE576O01020,,local_data_nse_equity_list,2026-04-29
LYKALABS,LYKALABS.NS,Lyka Labs Limited,BE,INE933A01014,,local_data_nse_equity_list,2026-04-29
LYPSAGEMS,LYPSAGEMS.NS,Lypsa Gems & Jewellery Limited,EQ,INE142K01011,,local_data_nse_equity_list,2026-04-29
M&M,M&M.NS,Mahindra & Mahindra Limited,EQ,INE101A01026,,local_data_nse_equity_list,2026-04-29
M&MFIN,M&MFIN.NS,Mahindra & Mahindra Financial Services Limited,EQ,INE774D01024,,local_data_nse_equity_list,2026-04-29
MAANALU,MAANALU.NS,Maan Aluminium Limited,EQ,INE215I01027,,local_data_nse_equity_list,2026-04-29
MACPOWER,MACPOWER.NS,Macpower CNC Machines Limited,EQ,INE155Z01011,,local_data_nse_equity_list,2026-04-29
MADHAV,MADHAV.NS,Madhav Marbles and Granites Limited,EQ,INE925C01016,,local_data_nse_equity_list,2026-04-29
MADHAVIPL,MADHAVIPL.NS,Madhav Infra Projects Limited,EQ,INE631R01026,,local_data_nse_equity_list,2026-04-29
MADHUCON,MADHUCON.NS,Madhucon Projects Limited,BE,INE378D01032,,local_data_nse_equity_list,2026-04-29
MADRASFERT,MADRASFERT.NS,Madras Fertilizers Limited,EQ,INE414A01015,,local_data_nse_equity_list,2026-04-29
MAFATIND,MAFATIND.NS,Mafatlal Industries Limited,EQ,INE270B01035,,local_data_nse_equity_list,2026-04-29
MAGADSUGAR,MAGADSUGAR.NS,Magadh Sugar & Energy Limited,EQ,INE347W01011,,local_data_nse_equity_list,2026-04-29
MAGNUM,MAGNUM.NS,Magnum Ventures Limited,BE,INE387I01016,,local_data_nse_equity_list,2026-04-29
MAHABANK,MAHABANK.NS,Bank of Maharashtra,EQ,INE457A01014,,local_data_nse_equity_list,2026-04-29
MAHAPE-RE,MAHAPE-RE.NS,Maha Rashtra Apex Corporation Limited-RE,BE,INE843B20013,,local_data_nse_equity_list,2026-04-29
MAHAPEXLTD,MAHAPEXLTD.NS,Maha Rashtra Apex Corporation Limited,EQ,INE843B01013,,local_data_nse_equity_list,2026-04-29
MAHASTEEL,MAHASTEEL.NS,Mahamaya Steel Industries Limited,BE,INE451L01014,,local_data_nse_equity_list,2026-04-29
MAHEPC,MAHEPC.NS,Mahindra EPC Irrigation Limited,EQ,INE215D01010,,local_data_nse_equity_list,2026-04-29
MAHESHWARI,MAHESHWARI.NS,Maheshwari Logistics Limited,EQ,INE263W01010,,local_data_nse_equity_list,2026-04-29
MAHLIFE,MAHLIFE.NS,Mahindra Lifespace Developers Limited,EQ,INE813A01018,,local_data_nse_equity_list,2026-04-29
MAHLOG,MAHLOG.NS,Mahindra Logistics Limited,EQ,INE766P01016,,local_data_nse_equity_list,2026-04-29
MAHSCOOTER,MAHSCOOTER.NS,Maharashtra Scooters Limited,EQ,INE288A01013,,local_data_nse_equity_list,2026-04-29
MAHSEAMLES,MAHSEAMLES.NS,Maharashtra Seamless Limited,EQ,INE271B01025,,local_data_nse_equity_list,2026-04-29
MAITHANALL,MAITHANALL.NS,Maithan Alloys Limited,EQ,INE683C01011,,local_data_nse_equity_list,2026-04-29
MAJESAUT,MAJESAUT.NS,Majestic Auto Limited,EQ,INE201B01022,,local_data_nse_equity_list,2026-04-29
MALLCOM,MALLCOM.NS,Mallcom (India) Limited,EQ,INE389C01015,,local_data_nse_equity_list,2026-04-29
MALUPAPER,MALUPAPER.NS,Malu Paper Mills Limited,EQ,INE383H01017,,local_data_nse_equity_list,2026-04-29
MAMATA,MAMATA.NS,Mamata Machinery Limited,EQ,INE0TO701015,,local_data_nse_equity_list,2026-04-29
MANAKALUCO,MANAKALUCO.NS,Manaksia Aluminium Company Limited,BE,INE859Q01017,,local_data_nse_equity_list,2026-04-29
MANAKCOAT,MANAKCOAT.NS,Manaksia Coated Metals & Industries Limited,EQ,INE830Q01018,,local_data_nse_equity_list,2026-04-29
MANAKSIA,MANAKSIA.NS,Manaksia Limited,EQ,INE015D01022,,local_data_nse_equity_list,2026-04-29
MANAKSTEEL,MANAKSTEEL.NS,Manaksia Steels Limited,EQ,INE824Q01011,,local_data_nse_equity_list,2026-04-29
MANALIPETC,MANALIPETC.NS,Manali Petrochemicals Limited,EQ,INE201A01024,,local_data_nse_equity_list,2026-04-29
MANAPPURAM,MANAPPURAM.NS,Manappuram Finance Limited,EQ,INE522D01027,,local_data_nse_equity_list,2026-04-29
MANBA,MANBA.NS,Manba Finance Limited,EQ,INE939X01013,,local_data_nse_equity_list,2026-04-29
MANCREDIT,MANCREDIT.NS,Mangal Credit and Fincorp Limited,EQ,INE545L01039,,local_data_nse_equity_list,2026-04-29
MANGALAM,MANGALAM.NS,Mangalam Drugs And Organics Limited,BE,INE584F01014,,local_data_nse_equity_list,2026-04-29
MANGLMCEM,MANGLMCEM.NS,Mangalam Cement Limited,EQ,INE347A01017,,local_data_nse_equity_list,2026-04-29
MANINDS,MANINDS.NS,Man Industries (India) Limited,EQ,INE993A01026,,local_data_nse_equity_list,2026-04-29
MANINFRA,MANINFRA.NS,Man Infraconstruction Limited,EQ,INE949H01023,,local_data_nse_equity_list,2026-04-29
MANKIND,MANKIND.NS,Mankind Pharma Limited,EQ,INE634S01028,,local_data_nse_equity_list,2026-04-29
MANOMAY,MANOMAY.NS,Manomay Tex India Limited,EQ,INE784W01015,,local_data_nse_equity_list,2026-04-29
MANORAMA,MANORAMA.NS,Manorama Industries Limited,EQ,INE00VM01036,,local_data_nse_equity_list,2026-04-29
MANORG,MANORG.NS,Mangalam Organics Limited,EQ,INE370D01013,,local_data_nse_equity_list,2026-04-29
MANUGRAPH,MANUGRAPH.NS,Manugraph India Limited,EQ,INE867A01022,,local_data_nse_equity_list,2026-04-29
MANYAVAR,MANYAVAR.NS,Vedant Fashions Limited,EQ,INE825V01034,,local_data_nse_equity_list,2026-04-29
MAPMYINDIA,MAPMYINDIA.NS,C.E. Info Systems Limited,EQ,INE0BV301023,,local_data_nse_equity_list,2026-04-29
MARALOVER,MARALOVER.NS,Maral Overseas Limited,EQ,INE882A01013,,local_data_nse_equity_list,2026-04-29
MARATHON,MARATHON.NS,Marathon Nextgen Realty Limited,EQ,INE182D01020,,local_data_nse_equity_list,2026-04-29
MARICO,MARICO.NS,Marico Limited,EQ,INE196A01026,,local_data_nse_equity_list,2026-04-29
MARINE,MARINE.NS,Marine Electricals (India) Limited,EQ,INE01JE01028,,local_data_nse_equity_list,2026-04-29
MARKOLINES,MARKOLINES.NS,Markolines Pavement Technologies Limited,EQ,INE0FW001016,,local_data_nse_equity_list,2026-04-29
MARKSANS,MARKSANS.NS,Marksans Pharma Limited,EQ,INE750C01026,,local_data_nse_equity_list,2026-04-29
MARSONS,MARSONS.NS,Marsons Limited,EQ,INE415B01044,,local_data_nse_equity_list,2026-04-29
MARUTI,MARUTI.NS,Maruti Suzuki India Limited,EQ,INE585B01010,,local_data_nse_equity_list,2026-04-29
MASFIN,MASFIN.NS,MAS Financial Services Limited,EQ,INE348L01012,,local_data_nse_equity_list,2026-04-29
MASKINVEST,MASKINVEST.NS,Mask Investments Limited,EQ,INE885F01015,,local_data_nse_equity_list,2026-04-29
MASTEK,MASTEK.NS,Mastek Limited,EQ,INE759A01021,,local_data_nse_equity_list,2026-04-29
MASTERTR,MASTERTR.NS,Master Trust Limited,EQ,INE677D01037,,local_data_nse_equity_list,2026-04-29
MATRIMONY,MATRIMONY.NS,Matrimony.Com Limited,EQ,INE866R01028,,local_data_nse_equity_list,2026-04-29
MAWANASUG,MAWANASUG.NS,Mawana Sugars Limited,EQ,INE636A01039,,local_data_nse_equity_list,2026-04-29
MAXESTATES,MAXESTATES.NS,Max Estates Limited,EQ,INE03EI01018,,local_data_nse_equity_list,2026-04-29
MAXHEALTH,MAXHEALTH.NS,Max Healthcare Institute Limited,EQ,INE027H01010,,local_data_nse_equity_list,2026-04-29
MAXIND,MAXIND.NS,Max India Limited,EQ,INE0CG601016,,local_data_nse_equity_list,2026-04-29
MAYURUNIQ,MAYURUNIQ.NS,Mayur Uniquoters Ltd,EQ,INE040D01038,,local_data_nse_equity_list,2026-04-29
MAZDA,MAZDA.NS,Mazda Limited,EQ,INE885E01042,,local_data_nse_equity_list,2026-04-29
MAZDOCK,MAZDOCK.NS,Mazagon Dock Shipbuilders Limited,EQ,INE249Z01020,,local_data_nse_equity_list,2026-04-29
MBAPL,MBAPL.NS,Madhya Bharat Agro Products Limited,EQ,INE900L01010,,local_data_nse_equity_list,2026-04-29
MBEL,MBEL.NS,M & B Engineering Limited,EQ,INE08N601015,,local_data_nse_equity_list,2026-04-29
MBLINFRA,MBLINFRA.NS,MBL Infrastructure Limited,BE,INE912H01013,,local_data_nse_equity_list,2026-04-29
MCCHRLS-B,MCCHRLS-B.NS,Mac Charles India Limited,EQ,INE435D01014,,local_data_nse_equity_list,2026-04-29
MCL,MCL.NS,Madhav Copper Limited,BE,INE813V01022,,local_data_nse_equity_list,2026-04-29
MCLEODRUSS,MCLEODRUSS.NS,Mcleod Russel India Limited,BE,INE942G01012,,local_data_nse_equity_list,2026-04-29
MCLOUD,MCLOUD.NS,Magellanic Cloud Limited,EQ,INE613C01026,,local_data_nse_equity_list,2026-04-29
MCX,MCX.NS,Multi Commodity Exchange of India Limited,EQ,INE745G01043,,local_data_nse_equity_list,2026-04-29
MEDANTA,MEDANTA.NS,Global Health Limited,EQ,INE474Q01031,,local_data_nse_equity_list,2026-04-29
MEDIASSIST,MEDIASSIST.NS,Medi Assist Healthcare Services Limited,EQ,INE456Z01021,,local_data_nse_equity_list,2026-04-29
MEDICAMEQ,MEDICAMEQ.NS,Medicamen Biotech Limited,EQ,INE646B01010,,local_data_nse_equity_list,2026-04-29
MEDICO,MEDICO.NS,Medico Remedies Limited,EQ,INE630Y01024,,local_data_nse_equity_list,2026-04-29
MEDPLUS,MEDPLUS.NS,Medplus Health Services Limited,EQ,INE804L01022,,local_data_nse_equity_list,2026-04-29
MEESHO,MEESHO.NS,Meesho Limited,EQ,INE0VDM01015,,local_data_nse_equity_list,2026-04-29
MEGASTAR,MEGASTAR.NS,Megastar Foods Limited,EQ,INE00EM01016,,local_data_nse_equity_list,2026-04-29
MEIL,MEIL.NS,Mangal Electrical Industries Limited,BE,INE0PKD01011,,local_data_nse_equity_list,2026-04-29
MENNPIS,MENNPIS.NS,Menon Pistons Limited,EQ,INE650G01029,,local_data_nse_equity_list,2026-04-29
MENONBE,MENONBE.NS,Menon Bearings Limited,EQ,INE071D01033,,local_data_nse_equity_list,2026-04-29
MEP,MEP.NS,MEP Infrastructure Developers Limited,BZ,INE776I01010,,local_data_nse_equity_list,2026-04-29
MERCANTILE,MERCANTILE.NS,Mercantile Ventures Limited,EQ,INE689O01013,,local_data_nse_equity_list,2026-04-29
METROBRAND,METROBRAND.NS,Metro Brands Limited,EQ,INE317I01021,,local_data_nse_equity_list,2026-04-29
METROGLOBL,METROGLOBL.NS,Metroglobal Limited,EQ,INE085D01033,,local_data_nse_equity_list,2026-04-29
METROPOLIS,METROPOLIS.NS,Metropolis Healthcare Limited,EQ,INE112L01020,,local_data_nse_equity_list,2026-04-29
MFML,MFML.NS,Mahalaxmi Fabric Mills Limited,EQ,INE0US801024,,local_data_nse_equity_list,2026-04-29
MFSL,MFSL.NS,Max Financial Services Limited,EQ,INE180A01020,,local_data_nse_equity_list,2026-04-29
MGEL,MGEL.NS,Mangalam Global Enterprise Limited,EQ,INE0APB01032,,local_data_nse_equity_list,2026-04-29
MGL,MGL.NS,Mahanagar Gas Limited,EQ,INE002S01010,,local_data_nse_equity_list,2026-04-29
MHLXMIRU,MHLXMIRU.NS,Mahalaxmi Rubtech Limited,EQ,INE112D01035,,local_data_nse_equity_list,2026-04-29
MHRIL,MHRIL.NS,Mahindra Holidays & Resorts India Limited,EQ,INE998I01010,,local_data_nse_equity_list,2026-04-29
MICEL,MICEL.NS,MIC Electronics Limited,EQ,INE287C01037,,local_data_nse_equity_list,2026-04-29
MIDHANI,MIDHANI.NS,Mishra Dhatu Nigam Limited,EQ,INE099Z01011,,local_data_nse_equity_list,2026-04-29
MIDWESTLTD,MIDWESTLTD.NS,Midwest Limited,EQ,INE0XAD01024,,local_data_nse_equity_list,2026-04-29
MINDACORP,MINDACORP.NS,Minda Corporation Limited,EQ,INE842C01021,,local_data_nse_equity_list,2026-04-29
MINDTECK,MINDTECK.NS,Mindteck (India) Limited,EQ,INE110B01017,,local_data_nse_equity_list,2026-04-29
MIRCELECTR,MIRCELECTR.NS,MIRC Electronics Limited,EQ,INE831A01028,,local_data_nse_equity_list,2026-04-29
MIRZAINT,MIRZAINT.NS,Mirza International Limited,EQ,INE771A01026,,local_data_nse_equity_list,2026-04-29
MITCON,MITCON.NS,MITCON Consultancy & Engineering Services Limited,EQ,INE828O01033,,local_data_nse_equity_list,2026-04-29
MITTAL,MITTAL.NS,Mittal Life Style Limited,EQ,INE997Y01027,,local_data_nse_equity_list,2026-04-29
MKPL,MKPL.NS,M K Proteins Limited,EQ,INE964W01021,,local_data_nse_equity_list,2026-04-29
MMFL,MMFL.NS,MM Forgings Limited,EQ,INE227C01017,,local_data_nse_equity_list,2026-04-29
MMP,MMP.NS,MMP Industries Limited,EQ,INE511Y01018,,local_data_nse_equity_list,2026-04-29
MMTC,MMTC.NS,MMTC Limited,EQ,INE123F01029,,local_data_nse_equity_list,2026-04-29
MMWL,MMWL.NS,Media Matrix Worldwide Limited,EQ,INE200D01020,,local_data_nse_equity_list,2026-04-29
MOBIKWIK,MOBIKWIK.NS,One Mobikwik Systems Limited,EQ,INE0HLU01028,,local_data_nse_equity_list,2026-04-29
MODINATUR,MODINATUR.NS,Modi Naturals Limited,EQ,INE537F01012,,local_data_nse_equity_list,2026-04-29
MODIRUBBER,MODIRUBBER.NS,Modi Rubber Limited,EQ,INE832A01018,,local_data_nse_equity_list,2026-04-29
MODIS,MODIS.NS,Modis Navnirman Limited,EQ,INE0L0L01012,,local_data_nse_equity_list,2026-04-29
MODISONLTD,MODISONLTD.NS,MODISON LIMITED,EQ,INE737D01021,,local_data_nse_equity_list,2026-04-29
MODTHREAD,MODTHREAD.NS,Modern Threads (India) Limited,EQ,INE794W01014,,local_data_nse_equity_list,2026-04-29
MOHITIND,MOHITIND.NS,Mohit Industries Limited,EQ,INE954E01012,,local_data_nse_equity_list,2026-04-29
MOIL,MOIL.NS,MOIL Limited,EQ,INE490G01020,,local_data_nse_equity_list,2026-04-29
MOKSH,MOKSH.NS,Moksh Ornaments Limited,EQ,INE514Y01020,,local_data_nse_equity_list,2026-04-29
MOL,MOL.NS,Meghmani Organics Limited,EQ,INE0CT101020,,local_data_nse_equity_list,2026-04-29
MOLDTECH,MOLDTECH.NS,Mold-Tek Technologies Limited,EQ,INE835B01035,,local_data_nse_equity_list,2026-04-29
MOLDTKPAC,MOLDTKPAC.NS,Mold-Tek Packaging Limited,EQ,INE893J01029,,local_data_nse_equity_list,2026-04-29
MONARCH,MONARCH.NS,Monarch Networth Capital Limited,EQ,INE903D01011,,local_data_nse_equity_list,2026-04-29
MONEYBOXX,MONEYBOXX.NS,Moneyboxx Finance Limited,EQ,INE296Q01012,,local_data_nse_equity_list,2026-04-29
MONTECARLO,MONTECARLO.NS,Monte Carlo Fashions Limited,EQ,INE950M01013,,local_data_nse_equity_list,2026-04-29
MOREPENLAB,MOREPENLAB.NS,Morepen Laboratories Limited,EQ,INE083A01026,,local_data_nse_equity_list,2026-04-29
MOSCHIP,MOSCHIP.NS,Moschip Technologies Limited,EQ,INE935B01025,,local_data_nse_equity_list,2026-04-29
MOTHERSON,MOTHERSON.NS,Samvardhana Motherson International Limited,EQ,INE775A01035,,local_data_nse_equity_list,2026-04-29
MOTILALOFS,MOTILALOFS.NS,Motilal Oswal Financial Services Limited,EQ,INE338I01027,,local_data_nse_equity_list,2026-04-29
MOTISONS,MOTISONS.NS,Motisons Jewellers Limited,EQ,INE0FRK01020,,local_data_nse_equity_list,2026-04-29
MOTOGENFIN,MOTOGENFIN.NS,The Motor & General Finance Limited,EQ,INE861B01023,,local_data_nse_equity_list,2026-04-29
MPHASIS,MPHASIS.NS,MphasiS Limited,EQ,INE356A01018,,local_data_nse_equity_list,2026-04-29
MPSLTD,MPSLTD.NS,MPS Limited,EQ,INE943D01017,,local_data_nse_equity_list,2026-04-29
MRF,MRF.NS,MRF Limited,EQ,INE883A01011,,local_data_nse_equity_list,2026-04-29
MRPL,MRPL.NS,Mangalore Refinery and Petrochemicals Limited,EQ,INE103A01014,,local_data_nse_equity_list,2026-04-29
MSPL,MSPL.NS,MSP Steel & Power Limited,EQ,INE752G01015,,local_data_nse_equity_list,2026-04-29
MSTCLTD,MSTCLTD.NS,Mstc Limited,EQ,INE255X01014,,local_data_nse_equity_list,2026-04-29
MSUMI,MSUMI.NS,Motherson Sumi Wiring India Limited,EQ,INE0FS801015,,local_data_nse_equity_list,2026-04-29
MTARTECH,MTARTECH.NS,Mtar Technologies Limited,EQ,INE864I01014,,local_data_nse_equity_list,2026-04-29
MTEDUCARE,MTEDUCARE.NS,MT Educare Limited,BE,INE472M01018,,local_data_nse_equity_list,2026-04-29
MTNL,MTNL.NS,Mahanagar Telephone Nigam Limited,EQ,INE153A01019,,local_data_nse_equity_list,2026-04-29
MUFIN,MUFIN.NS,Mufin Green Finance Limited,EQ,INE08KJ01020,,local_data_nse_equity_list,2026-04-29
MUFTI,MUFTI.NS,Credo Brands Marketing Limited,EQ,INE220Q01020,,local_data_nse_equity_list,2026-04-29
MUKANDLTD,MUKANDLTD.NS,Mukand Limited,EQ,INE304A01026,,local_data_nse_equity_list,2026-04-29
MUKKA,MUKKA.NS,Mukka Proteins Limited,EQ,INE0CG401037,,local_data_nse_equity_list,2026-04-29
MUKTAARTS,MUKTAARTS.NS,Mukta Arts Limited,EQ,INE374B01019,,local_data_nse_equity_list,2026-04-29
MUNJALAU,MUNJALAU.NS,Munjal Auto Industries Limited,EQ,INE672B01032,,local_data_nse_equity_list,2026-04-29
MUNJALSHOW,MUNJALSHOW.NS,Munjal Showa Limited,EQ,INE577A01027,,local_data_nse_equity_list,2026-04-29
MURUDCERA,MURUDCERA.NS,Murudeshwar Ceramics Limited,EQ,INE692B01014,,local_data_nse_equity_list,2026-04-29
MUTHOOTCAP,MUTHOOTCAP.NS,Muthoot Capital Services Limited,EQ,INE296G01013,,local_data_nse_equity_list,2026-04-29
MUTHOOTFIN,MUTHOOTFIN.NS,Muthoot Finance Limited,EQ,INE414G01012,,local_data_nse_equity_list,2026-04-29
MUTHOOTMF,MUTHOOTMF.NS,Muthoot Microfin Limited,EQ,INE046W01019,,local_data_nse_equity_list,2026-04-29
MVGJL,MVGJL.NS,Manoj Vaibhav Gems N Jewellers Limited,EQ,INE0KNT01012,,local_data_nse_equity_list,2026-04-29
MWL,MWL.NS,Mangalam Worldwide Limited,EQ,INE0JYY01011,,local_data_nse_equity_list,2026-04-29
NACLIND,NACLIND.NS,NACL Industries Limited,EQ,INE295D01020,,local_data_nse_equity_list,2026-04-29
NAGAFERT,NAGAFERT.NS,Nagarjuna Fertilizers and Chemicals Limited,BZ,INE454M01024,,local_data_nse_equity_list,2026-04-29
NAGREEKCAP,NAGREEKCAP.NS,Nagreeka Capital & Infrastructure Limited,EQ,INE245I01016,,local_data_nse_equity_list,2026-04-29
NAGREEKEXP,NAGREEKEXP.NS,Nagreeka Exports Limited,EQ,INE123B01028,,local_data_nse_equity_list,2026-04-29
NAHARCAP,NAHARCAP.NS,Nahar Capital and Financial Services Limited,EQ,INE049I01012,,local_data_nse_equity_list,2026-04-29
NAHARINDUS,NAHARINDUS.NS,Nahar Industrial Enterprises Limited,EQ,INE289A01011,,local_data_nse_equity_list,2026-04-29
NAHARPOLY,NAHARPOLY.NS,Nahar Poly Films Limited,EQ,INE308A01027,,local_data_nse_equity_list,2026-04-29
NAHARSPING,NAHARSPING.NS,Nahar Spinning Mills Limited,BE,INE290A01027,,local_data_nse_equity_list,2026-04-29
NAM-INDIA,NAM-INDIA.NS,Nippon Life India Asset Management Limited,EQ,INE298J01013,,local_data_nse_equity_list,2026-04-29
NARMADA,NARMADA.NS,Narmada Agrobase Limited,EQ,INE117Z01011,,local_data_nse_equity_list,2026-04-29
NATCAPSUQ,NATCAPSUQ.NS,Natural Capsules Limited,EQ,INE936B01015,,local_data_nse_equity_list,2026-04-29
NATCOPHARM,NATCOPHARM.NS,Natco Pharma Limited,EQ,INE987B01026,,local_data_nse_equity_list,2026-04-29
NATHBIOGEN,NATHBIOGEN.NS,Nath Bio-Genes (India) Limited,EQ,INE448G01010,,local_data_nse_equity_list,2026-04-29
NATIONALUM,NATIONALUM.NS,National Aluminium Company Limited,EQ,INE139A01034,,local_data_nse_equity_list,2026-04-29
NATIONSTD,NATIONSTD.NS,National Standard (India) Limited,EQ,INE166R01015,,local_data_nse_equity_list,2026-04-29
NAUKRI,NAUKRI.NS,Info Edge (India) Limited,EQ,INE663F01032,,local_data_nse_equity_list,2026-04-29
NAVA,NAVA.NS,NAVA LIMITED,EQ,INE725A01030,,local_data_nse_equity_list,2026-04-29
NAVINFLUOR,NAVINFLUOR.NS,Navin Fluorine International Limited,EQ,INE048G01026,,local_data_nse_equity_list,2026-04-29
NAVKARCORP,NAVKARCORP.NS,Navkar Corporation Limited,EQ,INE278M01019,,local_data_nse_equity_list,2026-04-29
NAVKARURB,NAVKARURB.NS,Navkar Urbanstructure Limited,EQ,INE268H01044,,local_data_nse_equity_list,2026-04-29
NAVNETEDUL,NAVNETEDUL.NS,Navneet Education Limited,EQ,INE060A01024,,local_data_nse_equity_list,2026-04-29
NAZARA,NAZARA.NS,Nazara Technologies Limited,EQ,INE418L01047,,local_data_nse_equity_list,2026-04-29
NBCC,NBCC.NS,NBCC (India) Limited,EQ,INE095N01031,,local_data_nse_equity_list,2026-04-29
NBIFIN,NBIFIN.NS,N. B. I. Industrial Finance Company Limited,EQ,INE365I01020,,local_data_nse_equity_list,2026-04-29
NCC,NCC.NS,NCC Limited,EQ,INE868B01028,,local_data_nse_equity_list,2026-04-29
NCLIND,NCLIND.NS,NCL Industries Limited,EQ,INE732C01016,,local_data_nse_equity_list,2026-04-29
NDGL,NDGL.NS,Naga Dhunseri Group Limited,EQ,INE756C01015,,local_data_nse_equity_list,2026-04-29
NDL,NDL.NS,Nandan Denim Limited,EQ,INE875G01048,,local_data_nse_equity_list,2026-04-29
NDLVENTURE,NDLVENTURE.NS,NDL Ventures Limited,EQ,INE353A01023,,local_data_nse_equity_list,2026-04-29
