symbol,yahoo_symbol,name,series,isin,industry,source,as_of
DCW,DCW.NS,DCW Limited,EQ,INE500A01029,,local_data_nse_equity_list,2026-04-29
DCXINDIA,DCXINDIA.NS,DCX Systems Limited,EQ,INE0KL801015,,local_data_nse_equity_list,2026-04-29
DDEVPLSTIK,DDEVPLSTIK.NS,Ddev Plastiks Industries Limited,EQ,INE0HR601026,,local_data_nse_equity_list,2026-04-29
DECCANCE,DECCANCE.NS,Deccan Cements Limited,EQ,INE583C01021,,local_data_nse_equity_list,2026-04-29
DECNGOLD,DECNGOLD.NS,Deccan Gold Mines Limited,EQ,INE945F01025,,local_data_nse_equity_list,2026-04-29
DEEDEV,DEEDEV.NS,DEE Development Engineers Limited,EQ,INE841L01016,,local_data_nse_equity_list,2026-04-29
DEEPAKFERT,DEEPAKFERT.NS,Deepak Fertilizers and Petrochemicals Corporation Limited,EQ,INE501A01019,,local_data_nse_equity_list,2026-04-29
DEEPAKNTR,DEEPAKNTR.NS,Deepak Nitrite Limited,EQ,INE288B01029,,local_data_nse_equity_list,2026-04-29
DEEPINDS,DEEPINDS.NS,Deep Industries Limited,EQ,INE0FHS01024,,local_data_nse_equity_list,2026-04-29
DELHIVERY,DELHIVERY.NS,Delhivery Limited,EQ,INE148O01028,,local_data_nse_equity_list,2026-04-29
DELPHIFX,DELPHIFX.NS,DELPHI WORLD MONEY LIMITED,EQ,INE726L01027,,local_data_nse_equity_list,2026-04-29
DELTACORP,DELTACORP.NS,Delta Corp Limited,EQ,INE124G01033,,local_data_nse_equity_list,2026-04-29
DELTAMAGNT,DELTAMAGNT.NS,Delta Manufacturing Limited,EQ,INE393A01011,,local_data_nse_equity_list,2026-04-29
DEN,DEN.NS,Den Networks Limited,EQ,INE947J01015,,local_data_nse_equity_list,2026-04-29
DENORA,DENORA.NS,De Nora India Limited,EQ,INE244A01016,,local_data_nse_equity_list,2026-04-29
DENTA,DENTA.NS,Denta Water and Infra Solutions Limited,EQ,INE0R4L01018,,local_data_nse_equity_list,2026-04-29
DEVIT,DEVIT.NS,Dev Information Technology Limited,EQ,INE060X01034,,local_data_nse_equity_list,2026-04-29
DEVX,DEVX.NS,Dev Accelerator Limited,EQ,INE0VOV01021,,local_data_nse_equity_list,2026-04-29
DEVYANI,DEVYANI.NS,Devyani International Limited,EQ,INE872J01023,,local_data_nse_equity_list,2026-04-29
DGCONTENT,DGCONTENT.NS,Digicontent Limited,EQ,INE03JI01017,,local_data_nse_equity_list,2026-04-29
DHAMPURSUG,DHAMPURSUG.NS,Dhampur Sugar Mills Limited,EQ,INE041A01016,,local_data_nse_equity_list,2026-04-29
DHANBANK,DHANBANK.NS,Dhanlaxmi Bank Limited,EQ,INE680A01011,,local_data_nse_equity_list,2026-04-29
DHANUKA,DHANUKA.NS,Dhanuka Agritech Limited,EQ,INE435G01025,,local_data_nse_equity_list,2026-04-29
DHARMAJ,DHARMAJ.NS,Dharmaj Crop Guard Limited,EQ,INE00OQ01016,,local_data_nse_equity_list,2026-04-29
DHRUV,DHRUV.NS,Dhruv Consultancy Services Limited,EQ,INE506Z01015,,local_data_nse_equity_list,2026-04-29
DHUNINV,DHUNINV.NS,Dhunseri Investments Limited,EQ,INE320L01011,,local_data_nse_equity_list,2026-04-29
DIACABS,DIACABS.NS,Diamond Power Infrastructure Limited,EQ,INE989C01038,,local_data_nse_equity_list,2026-04-29
DIAMINESQ,DIAMINESQ.NS,Diamines & Chemicals Limited,EQ,INE591D01014,,local_data_nse_equity_list,2026-04-29
DIAMONDYD,DIAMONDYD.NS,Prataap Snacks Limited,EQ,INE393P01035,,local_data_nse_equity_list,2026-04-29
DICIND,DICIND.NS,DIC India Limited,EQ,INE303A01010,,local_data_nse_equity_list,2026-04-29
DIFFNKG,DIFFNKG.NS,Diffusion Engineers Limited,EQ,INE184O01015,,local_data_nse_equity_list,2026-04-29
DIGIDRIVE,DIGIDRIVE.NS,Digidrive Distributors Limited,EQ,INE0PSC01024,,local_data_nse_equity_list,2026-04-29
DIGISPICE,DIGISPICE.NS,DiGiSPICE Technologies Limited,EQ,INE927C01020,,local_data_nse_equity_list,2026-04-29
DIGITIDE,DIGITIDE.NS,Digitide Solutions Limited,EQ,INE0U4701011,,local_data_nse_equity_list,2026-04-29
DIGJAMLMTD,DIGJAMLMTD.NS,Digjam Limited,EQ,INE731U01028,,local_data_nse_equity_list,2026-04-29
DISAQ,DISAQ.NS,Disa India Limited,EQ,INE131C01011,,local_data_nse_equity_list,2026-04-29
DISHTV,DISHTV.NS,Dish TV India Limited,BE,INE836F01026,,local_data_nse_equity_list,2026-04-29
DIVGIITTS,DIVGIITTS.NS,Divgi Torqtransfer Systems Limited,EQ,INE753U01022,,local_data_nse_equity_list,2026-04-29
DIVISLAB,DIVISLAB.NS,Divi's Laboratories Limited,EQ,INE361B01024,,local_data_nse_equity_list,2026-04-29
DIXON,DIXON.NS,Dixon Technologies (India) Limited,EQ,INE935N01020,,local_data_nse_equity_list,2026-04-29
DJML,DJML.NS,DJ Mediaprint & Logistics Limited,BE,INE0B1K01014,,local_data_nse_equity_list,2026-04-29
DLF,DLF.NS,DLF Limited,EQ,INE271C01023,,local_data_nse_equity_list,2026-04-29
DLINKINDIA,DLINKINDIA.NS,D-Link (India) Limited,EQ,INE250K01012,,local_data_nse_equity_list,2026-04-29
DMART,DMART.NS,Avenue Supermarts Limited,EQ,INE192R01011,,local_data_nse_equity_list,2026-04-29
DMCC,DMCC.NS,DMCC SPECIALITY CHEMICALS LIMITED,EQ,INE505A01010,,local_data_nse_equity_list,2026-04-29
DNAMEDIA,DNAMEDIA.NS,Diligent Media Corporation Limited,EQ,INE016M01021,,local_data_nse_equity_list,2026-04-29
DODLA,DODLA.NS,Dodla Dairy Limited,EQ,INE021O01019,,local_data_nse_equity_list,2026-04-29
DOLATALGO,DOLATALGO.NS,Dolat Algotech Limited,EQ,INE966A01022,,local_data_nse_equity_list,2026-04-29
DOLLAR,DOLLAR.NS,Dollar Industries Limited,EQ,INE325C01035,,local_data_nse_equity_list,2026-04-29
DOLPHIN,DOLPHIN.NS,Dolphin Offshore Enterprises (India) Limited,EQ,INE920A01037,,local_data_nse_equity_list,2026-04-29
DOMS,DOMS.NS,DOMS Industries Limited,EQ,INE321T01012,,local_data_nse_equity_list,2026-04-29
DONEAR,DONEAR.NS,Donear Industries Limited,EQ,INE668D01028,,local_data_nse_equity_list,2026-04-29
DPABHUSHAN,DPABHUSHAN.NS,D. P. Abhushan Limited,EQ,INE266Y01019,,local_data_nse_equity_list,2026-04-29
DPSCLTD,DPSCLTD.NS,DPSC Limited,EQ,INE360C01024,,local_data_nse_equity_list,2026-04-29
DPWIRES,DPWIRES.NS,D P Wires Limited,EQ,INE864X01013,,local_data_nse_equity_list,2026-04-29
DRAGARWQ,DRAGARWQ.NS,Dr Agarwals Eye Hospital Limited,EQ,INE934C01018,,local_data_nse_equity_list,2026-04-29
DRCSYSTEMS,DRCSYSTEMS.NS,DRC Systems India Limited,EQ,INE03RS01027,,local_data_nse_equity_list,2026-04-29
DREAMFOLKS,DREAMFOLKS.NS,Dreamfolks Services Limited,EQ,INE0JS101016,,local_data_nse_equity_list,2026-04-29
DREDGECORP,DREDGECORP.NS,Dredging Corporation of India Limited,EQ,INE506A01018,,local_data_nse_equity_list,2026-04-29
DRREDDY,DRREDDY.NS,Dr. Reddy's Laboratories Limited,EQ,INE089A01031,,local_data_nse_equity_list,2026-04-29
DSFCL,DSFCL.NS,DCM Shriram Fine Chemicals Limited,EQ,INE0OFM01015,,local_data_nse_equity_list,2026-04-29
DSSL,DSSL.NS,Dynacons Systems & Solutions Limited,EQ,INE417B01040,,local_data_nse_equity_list,2026-04-29
DTIL,DTIL.NS,Dhunseri Tea & Industries Limited,EQ,INE341R01014,,local_data_nse_equity_list,2026-04-29
DUCON,DUCON.NS,Ducon Infratechnologies Limited,BE,INE741L01018,,local_data_nse_equity_list,2026-04-29
DVL,DVL.NS,Dhunseri Ventures Limited,EQ,INE477B01010,,local_data_nse_equity_list,2026-04-29
DWARKESH,DWARKESH.NS,Dwarikesh Sugar Industries Limited,EQ,INE366A01041,,local_data_nse_equity_list,2026-04-29
DYCL,DYCL.NS,Dynamic Cables Limited,EQ,INE600Y01019,,local_data_nse_equity_list,2026-04-29
DYNAMATECH,DYNAMATECH.NS,Dynamatic Technologies Limited,EQ,INE221B01012,,local_data_nse_equity_list,2026-04-29
DYNPRO,DYNPRO.NS,Dynemic Products Limited,EQ,INE256H01015,,local_data_nse_equity_list,2026-04-29
E2E,E2E.NS,E2E Networks Limited,BE,INE255Z01019,,local_data_nse_equity_list,2026-04-29
EASEMYTRIP,EASEMYTRIP.NS,Easy Trip Planners Limited,EQ,INE07O001026,,local_data_nse_equity_list,2026-04-29
EASTSILK,EASTSILK.NS,Eastern Silk Industries Limited,BE,INE962C01035,,local_data_nse_equity_list,2026-04-29
EBGNG,EBGNG.NS,GNG Electronics Limited,EQ,INE18JU01028,,local_data_nse_equity_list,2026-04-29
ECLERX,ECLERX.NS,eClerx Services Limited,EQ,INE738I01010,,local_data_nse_equity_list,2026-04-29
ECOSMOBLTY,ECOSMOBLTY.NS,Ecos (India) Mobility & Hospitality Limited,EQ,INE06HJ01020,,local_data_nse_equity_list,2026-04-29
EDELWEISS,EDELWEISS.NS,Edelweiss Financial Services Limited,EQ,INE532F01054,,local_data_nse_equity_list,2026-04-29
EFCIL,EFCIL.NS,EFC (I) Limited,EQ,INE886D01026,,local_data_nse_equity_list,2026-04-29
EICHERMOT,EICHERMOT.NS,Eicher Motors Limited,EQ,INE066A01021,,local_data_nse_equity_list,2026-04-29
EIDPARRY,EIDPARRY.NS,EID Parry India Limited,EQ,INE126A01031,,local_data_nse_equity_list,2026-04-29
EIEL,EIEL.NS,Enviro Infra Engineers Limited,EQ,INE0LLY01014,,local_data_nse_equity_list,2026-04-29
EIFFL,EIFFL.NS,Euro India Fresh Foods Limited,EQ,INE546V01010,,local_data_nse_equity_list,2026-04-29
EIHAHOTELS,EIHAHOTELS.NS,EIH Associated Hotels Limited,EQ,INE276C01014,,local_data_nse_equity_list,2026-04-29
EIHOTEL,EIHOTEL.NS,EIH Limited,EQ,INE230A01023,,local_data_nse_equity_list,2026-04-29
EIMCOELECO,EIMCOELECO.NS,Eimco Elecon (India) Limited,EQ,INE158B01016,,local_data_nse_equity_list,2026-04-29
EKC,EKC.NS,Everest Kanto Cylinder Limited,EQ,INE184H01027,,local_data_nse_equity_list,2026-04-29
ELANTAS,ELANTAS.NS,Elantas Beck India Limited,EQ,INE280B01018,,local_data_nse_equity_list,2026-04-29
ELCIDIN,ELCIDIN.NS,EL CID Investments Limited,EQ,INE927X01018,,local_data_nse_equity_list,2026-04-29
ELDEHSG,ELDEHSG.NS,Eldeco Housing And Industries Limited,EQ,INE668G01021,,local_data_nse_equity_list,2026-04-29
ELECON,ELECON.NS,Elecon Engineering Company Limited,EQ,INE205B01031,,local_data_nse_equity_list,2026-04-29
ELECTCAST,ELECTCAST.NS,Electrosteel Castings Limited,EQ,INE086A01029,,local_data_nse_equity_list,2026-04-29
ELECTHERM,ELECTHERM.NS,Electrotherm (India) Limited,EQ,INE822G01016,,local_data_nse_equity_list,2026-04-29
ELGIEQUIP,ELGIEQUIP.NS,Elgi Equipments Limited,EQ,INE285A01027,,local_data_nse_equity_list,2026-04-29
ELGIRUBCO,ELGIRUBCO.NS,Elgi Rubber Company Limited,EQ,INE819L01012,,local_data_nse_equity_list,2026-04-29
ELIN,ELIN.NS,Elin Electronics Limited,EQ,INE050401020,,local_data_nse_equity_list,2026-04-29
ELITECON,ELITECON.NS,Elitecon International Limited,EQ,INE669R01026,,local_data_nse_equity_list,2026-04-29
ELLEN,ELLEN.NS,Ellenbarrie Industrial Gases Limited,EQ,INE236E01022,,local_data_nse_equity_list,2026-04-29
ELPROINTL,ELPROINTL.NS,Elpro International Limited,EQ,INE579B01039,,local_data_nse_equity_list,2026-04-29
EMAMILTD,EMAMILTD.NS,Emami Limited,EQ,INE548C01032,,local_data_nse_equity_list,2026-04-29
EMAMIPAP,EMAMIPAP.NS,Emami Paper Mills Limited,EQ,INE830C01026,,local_data_nse_equity_list,2026-04-29
EMAMIREAL,EMAMIREAL.NS,Emami Realty Limited,EQ,INE778K01012,,local_data_nse_equity_list,2026-04-29
EMCURE,EMCURE.NS,Emcure Pharmaceuticals Limited,EQ,INE168P01015,,local_data_nse_equity_list,2026-04-29
EMIL,EMIL.NS,Electronics Mart India Limited,EQ,INE02YR01019,,local_data_nse_equity_list,2026-04-29
EMKAY,EMKAY.NS,Emkay Global Financial Services Limited,EQ,INE296H01011,,local_data_nse_equity_list,2026-04-29
EMMBI,EMMBI.NS,Emmbi Industries Limited,EQ,INE753K01015,,local_data_nse_equity_list,2026-04-29
EMMVEE,EMMVEE.NS,Emmvee Photovoltaic Power Limited,EQ,INE1C6T01020,,local_data_nse_equity_list,2026-04-29
EMPOWER,EMPOWER.NS,Empower India Limited,EQ,INE507F01023,,local_data_nse_equity_list,2026-04-29
EMSLIMITED,EMSLIMITED.NS,EMS Limited,EQ,INE0OV601013,,local_data_nse_equity_list,2026-04-29
EMUDHRA,EMUDHRA.NS,eMudhra Limited,EQ,INE01QM01018,,local_data_nse_equity_list,2026-04-29
ENDURANCE,ENDURANCE.NS,Endurance Technologies Limited,EQ,INE913H01037,,local_data_nse_equity_list,2026-04-29
ENERGYDEV,ENERGYDEV.NS,Energy Development Company Limited,EQ,INE306C01019,,local_data_nse_equity_list,2026-04-29
ENGINERSIN,ENGINERSIN.NS,Engineers India Limited,EQ,INE510A01028,,local_data_nse_equity_list,2026-04-29
ENIL,ENIL.NS,Entertainment Network (India) Limited,EQ,INE265F01028,,local_data_nse_equity_list,2026-04-29
ENRIN,ENRIN.NS,Siemens Energy India Limited,EQ,INE1NPP01017,,local_data_nse_equity_list,2026-04-29
ENTERO,ENTERO.NS,Entero Healthcare Solutions Limited,EQ,INE010601016,,local_data_nse_equity_list,2026-04-29
EPACK,EPACK.NS,EPACK Durable Limited,EQ,INE0G5901015,,local_data_nse_equity_list,2026-04-29
EPACKPEB,EPACKPEB.NS,EPack Prefab Technologies Limited,EQ,INE0MLS01022,,local_data_nse_equity_list,2026-04-29
EPIGRAL,EPIGRAL.NS,Epigral Limited,EQ,INE071N01016,,local_data_nse_equity_list,2026-04-29
EPL,EPL.NS,EPL Limited,EQ,INE255A01020,,local_data_nse_equity_list,2026-04-29
EQUIPPP,EQUIPPP.NS,Equippp Social Impact Technologies Limited,BE,INE217G01035,,local_data_nse_equity_list,2026-04-29
EQUITASBNK,EQUITASBNK.NS,Equitas Small Finance Bank Limited,EQ,INE063P01018,,local_data_nse_equity_list,2026-04-29
ERIS,ERIS.NS,Eris Lifesciences Limited,EQ,INE406M01024,,local_data_nse_equity_list,2026-04-29
ESABINDIA,ESABINDIA.NS,Esab India Limited,EQ,INE284A01012,,local_data_nse_equity_list,2026-04-29
ESAFSFB,ESAFSFB.NS,ESAF Small Finance Bank Limited,EQ,INE818W01011,,local_data_nse_equity_list,2026-04-29
ESCORTS,ESCORTS.NS,Escorts Kubota Limited,EQ,INE042A01014,,local_data_nse_equity_list,2026-04-29
ESSARSHPNG,ESSARSHPNG.NS,Essar Shipping Limited,EQ,INE122M01019,,local_data_nse_equity_list,2026-04-29
ESSENTIA,ESSENTIA.NS,Integra Essentia Limited,EQ,INE418N01035,,local_data_nse_equity_list,2026-04-29
ESTER,ESTER.NS,Ester Industries Limited,EQ,INE778B01029,,local_data_nse_equity_list,2026-04-29
ETERNAL,ETERNAL.NS,ETERNAL LIMITED,EQ,INE758T01015,,local_data_nse_equity_list,2026-04-29
ETHOSLTD,ETHOSLTD.NS,Ethos Limited,EQ,INE04TZ01018,,local_data_nse_equity_list,2026-04-29
EUREKAFORB,EUREKAFORB.NS,Eureka Forbes Limited,EQ,INE0KCE01017,,local_data_nse_equity_list,2026-04-29
EUROBOND,EUROBOND.NS,Euro Panel Products Limited,EQ,INE505V01016,,local_data_nse_equity_list,2026-04-29
EUROPRATIK,EUROPRATIK.NS,Euro Pratik Sales Limited,EQ,INE198501012,,local_data_nse_equity_list,2026-04-29
EUROTEXIND,EUROTEXIND.NS,Eurotex Industries and Exports Limited,EQ,INE022C01012,,local_data_nse_equity_list,2026-04-29
EVEREADY,EVEREADY.NS,Eveready Industries India Limited,EQ,INE128A01029,,local_data_nse_equity_list,2026-04-29
EVERESTIND,EVERESTIND.NS,Everest Industries Limited,EQ,INE295A01018,,local_data_nse_equity_list,2026-04-29
EXCELINDUS,EXCELINDUS.NS,Excel Industries Limited,EQ,INE369A01029,,local_data_nse_equity_list,2026-04-29
EXCELSOFT,EXCELSOFT.NS,Excelsoft Technologies Limited,EQ,INE606N01019,,local_data_nse_equity_list,2026-04-29
EXICOM,EXICOM.NS,Exicom Tele-Systems Limited,EQ,INE777F01014,,local_data_nse_equity_list,2026-04-29
EXIDEIND,EXIDEIND.NS,Exide Industries Limited,EQ,INE302A01020,,local_data_nse_equity_list,2026-04-29
EXPLEOSOL,EXPLEOSOL.NS,Expleo Solutions Limited,EQ,INE201K01015,,local_data_nse_equity_list,2026-04-29
EXXARO,EXXARO.NS,Exxaro Tiles Limited,EQ,INE0GFE01026,,local_data_nse_equity_list,2026-04-29
FABTECH,FABTECH.NS,Fabtech Technologies Limited,EQ,INE0HF201011,,local_data_nse_equity_list,2026-04-29
FACT,FACT.NS,Fertilizers and Chemicals Travancore Limited,EQ,INE188A01015,,local_data_nse_equity_list,2026-04-29
FAIRCHEMOR,FAIRCHEMOR.NS,Fairchem Organics Limited,EQ,INE0DNW01011,,local_data_nse_equity_list,2026-04-29
FAZE3Q,FAZE3Q.NS,Faze Three Limited,BE,INE963C01033,,local_data_nse_equity_list,2026-04-29
FCL,FCL.NS,Fineotex Chemical Limited,EQ,INE045J01034,,local_data_nse_equity_list,2026-04-29
FCSSOFT,FCSSOFT.NS,FCS Software Solutions Limited,BE,INE512B01022,,local_data_nse_equity_list,2026-04-29
FDC,FDC.NS,FDC Limited,EQ,INE258B01022,,local_data_nse_equity_list,2026-04-29
FEDDERSHOL,FEDDERSHOL.NS,Fedders Holding Limited,EQ,INE417D01020,,local_data_nse_equity_list,2026-04-29
FEDERALBNK,FEDERALBNK.NS,The Federal Bank  Limited,EQ,INE171A01029,,local_data_nse_equity_list,2026-04-29
FEDFINA,FEDFINA.NS,Fedbank Financial Services Limited,EQ,INE007N01010,,local_data_nse_equity_list,2026-04-29
FEL,FEL.NS,Future Enterprises Limited,BZ,INE623B01027,,local_data_nse_equity_list,2026-04-29
FELDVR,FELDVR.NS,Future Enterprises Limited,BZ,IN9623B01058,,local_data_nse_equity_list,2026-04-29
FERMENTA,FERMENTA.NS,Fermenta Biotech Limited,EQ,INE225B01021,,local_data_nse_equity_list,2026-04-29
FIBERWEB,FIBERWEB.NS,Fiberweb (India) Limited,BE,INE296C01020,,local_data_nse_equity_list,2026-04-29
FIEMIND,FIEMIND.NS,Fiem Industries Limited,EQ,INE737H01014,,local_data_nse_equity_list,2026-04-29
FILATEX,FILATEX.NS,Filatex India Limited,EQ,INE816B01035,,local_data_nse_equity_list,2026-04-29
FILATFASH,FILATFASH.NS,Filatex Fashions Limited,BE,INE185E01021,,local_data_nse_equity_list,2026-04-29
FINCABLES,FINCABLES.NS,Finolex Cables Limited,EQ,INE235A01022,,local_data_nse_equity_list,2026-04-29
FINEORG,FINEORG.NS,Fine Organic Industries Limited,EQ,INE686Y01026,,local_data_nse_equity_list,2026-04-29
FINKURVE,FINKURVE.NS,Finkurve Financial Services Limited,EQ,INE734I01027,,local_data_nse_equity_list,2026-04-29
FINOPB,FINOPB.NS,Fino Payments Bank Limited,EQ,INE02NC01014,,local_data_nse_equity_list,2026-04-29
FINPIPE,FINPIPE.NS,Finolex Industries Limited,EQ,INE183A01024,,local_data_nse_equity_list,2026-04-29
FIRSTCRY,FIRSTCRY.NS,Brainbees Solutions Limited,EQ,INE02RE01045,,local_data_nse_equity_list,2026-04-29
FISCHER,FISCHER.NS,Fischer Medical Ventures Limited,EQ,INE771F01041,,local_data_nse_equity_list,2026-04-29
FIVESTAR,FIVESTAR.NS,Five-Star Business Finance Limited,EQ,INE128S01021,,local_data_nse_equity_list,2026-04-29
FLAIR,FLAIR.NS,Flair Writing Industries Limited,EQ,INE00Y201027,,local_data_nse_equity_list,2026-04-29
FLEXITUFF,FLEXITUFF.NS,Flexituff Ventures International Limited,EQ,INE060J01017,,local_data_nse_equity_list,2026-04-29
FLFL,FLFL.NS,Future Lifestyle Fashions Limited,BZ,INE452O01016,,local_data_nse_equity_list,2026-04-29
FLUOROCHEM,FLUOROCHEM.NS,Gujarat Fluorochemicals Limited,EQ,INE09N301011,,local_data_nse_equity_list,2026-04-29
FMGOETZE,FMGOETZE.NS,Federal-Mogul Goetze (India) Limited.,EQ,INE529A01010,,local_data_nse_equity_list,2026-04-29
FMNL,FMNL.NS,Future Market Networks Limited,EQ,INE360L01017,,local_data_nse_equity_list,2026-04-29
FOCUS,FOCUS.NS,Focus Lighting and Fixtures Limited,EQ,INE593W01028,,local_data_nse_equity_list,2026-04-29
FOODSIN,FOODSIN.NS,Foods & Inns Limited,EQ,INE976E01023,,local_data_nse_equity_list,2026-04-29
FORCEMOT,FORCEMOT.NS,FORCE MOTORS LTD,EQ,INE451A01017,,local_data_nse_equity_list,2026-04-29
FORTIS,FORTIS.NS,Fortis Healthcare Limited,EQ,INE061F01013,,local_data_nse_equity_list,2026-04-29
FOSECOIND,FOSECOIND.NS,Foseco India Limited,EQ,INE519A01011,,local_data_nse_equity_list,2026-04-29
FRACTAL,FRACTAL.NS,Fractal Analytics Limited,EQ,INE212S01015,,local_data_nse_equity_list,2026-04-29
FRONTSP,FRONTSP.NS,Frontier Springs Limited,EQ,INE572D01014,,local_data_nse_equity_list,2026-04-29
FSL,FSL.NS,Firstsource Solutions Limited,EQ,INE684F01012,,local_data_nse_equity_list,2026-04-29
FUSION,FUSION.NS,Fusion Finance Limited,EQ,INE139R01012,,local_data_nse_equity_list,2026-04-29
GABRIEL,GABRIEL.NS,Gabriel India Limited,EQ,INE524A01029,,local_data_nse_equity_list,2026-04-29
GAEL,GAEL.NS,Gujarat Ambuja Exports Limited,EQ,INE036B01030,,local_data_nse_equity_list,2026-04-29
GAIL,GAIL.NS,GAIL (India) Limited,EQ,INE129A01019,,local_data_nse_equity_list,2026-04-29
GALAPREC,GALAPREC.NS,Gala Precision Engineering Limited,EQ,INE0RE001014,,local_data_nse_equity_list,2026-04-29
GALAXYSURF,GALAXYSURF.NS,Galaxy Surfactants Limited,EQ,INE600K01018,,local_data_nse_equity_list,2026-04-29
GALLANTT,GALLANTT.NS,Gallantt Ispat Limited,EQ,INE297H01019,,local_data_nse_equity_list,2026-04-29
GANDHAR,GANDHAR.NS,Gandhar Oil Refinery (India) Limited,EQ,INE717W01049,,local_data_nse_equity_list,2026-04-29
GANDHITUBE,GANDHITUBE.NS,Gandhi Special Tubes Limited,EQ,INE524B01027,,local_data_nse_equity_list,2026-04-29
GANECOS,GANECOS.NS,Ganesha Ecosphere Limited,EQ,INE845D01014,,local_data_nse_equity_list,2026-04-29
GANESHBE,GANESHBE.NS,Ganesh Benzoplast Limited,EQ,INE388A01029,,local_data_nse_equity_list,2026-04-29
GANESHCP,GANESHCP.NS,Ganesh Consumer Products Limited,EQ,INE652V01016,,local_data_nse_equity_list,2026-04-29
GANESHHOU,GANESHHOU.NS,GANESH HOUSING LIMITED,EQ,INE460C01014,,local_data_nse_equity_list,2026-04-29
GANGAFORGE,GANGAFORGE.NS,Ganga Forging Limited,EQ,INE691Z01023,,local_data_nse_equity_list,2026-04-29
GANGESSECU,GANGESSECU.NS,Ganges Securities Limited,EQ,INE335W01016,,local_data_nse_equity_list,2026-04-29
GARFIBRES,GARFIBRES.NS,Garware Technical Fibres Limited,EQ,INE276A01018,,local_data_nse_equity_list,2026-04-29
GARUDA,GARUDA.NS,Garuda Construction and Engineering Limited,EQ,INE0JVO01026,,local_data_nse_equity_list,2026-04-29
GATECH,GATECH.NS,GACM Technologies Limited,EQ,INE224E01028,,local_data_nse_equity_list,2026-04-29
GATECHDVR,GATECHDVR.NS,GACM Technologies Limited,EQ,INE224E01036,,local_data_nse_equity_list,2026-04-29
GATEWAY,GATEWAY.NS,Gateway Distriparks Limited,EQ,INE079J01017,,local_data_nse_equity_list,2026-04-29
GAUDIUMIVF,GAUDIUMIVF.NS,Gaudium IVF and Women Health Limited,EQ,INE0P8B01020,,local_data_nse_equity_list,2026-04-29
GAYAHWS,GAYAHWS.NS,Gayatri Highways Limited,EQ,INE287Z01012,,local_data_nse_equity_list,2026-04-29
GAYAPROJ,GAYAPROJ.NS,Gayatri Projects Limited,BE,INE336H01023,,local_data_nse_equity_list,2026-04-29
GCSL,GCSL.NS,Gretex Corporate Services Limited,EQ,INE199P01028,,local_data_nse_equity_list,2026-04-29
GEECEE,GEECEE.NS,GeeCee Ventures Limited,EQ,INE916G01016,,local_data_nse_equity_list,2026-04-29
GEEKAYWIRE,GEEKAYWIRE.NS,Geekay Wires Limited,EQ,INE669X01032,,local_data_nse_equity_list,2026-04-29
GEMAROMA,GEMAROMA.NS,Gem Aromatics Limited,BE,INE06XZ01023,,local_data_nse_equity_list,2026-04-29
GENCON,GENCON.NS,Generic Engineering Construction and Projects Limited,EQ,INE854S01022,,local_data_nse_equity_list,2026-04-29
GENESYS,GENESYS.NS,Genesys International Corporation Limited,EQ,INE727B01026,,local_data_nse_equity_list,2026-04-29
GENUSPAPER,GENUSPAPER.NS,Genus Paper & Boards Limited,EQ,INE949P01018,,local_data_nse_equity_list,2026-04-29
GENUSPOWER,GENUSPOWER.NS,Genus Power Infrastructures Limited,EQ,INE955D01029,,local_data_nse_equity_list,2026-04-29
GEOJITFSL,GEOJITFSL.NS,Geojit Financial Services Limited,EQ,INE007B01023,,local_data_nse_equity_list,2026-04-29
GESHIP,GESHIP.NS,The Great Eastern Shipping Company Limited,EQ,INE017A01032,,local_data_nse_equity_list,2026-04-29
GFLLIMITED,GFLLIMITED.NS,GFL Limited,EQ,INE538A01037,,local_data_nse_equity_list,2026-04-29
GHCL,GHCL.NS,GHCL Limited,EQ,INE539A01019,,local_data_nse_equity_list,2026-04-29
GHCLTEXTIL,GHCLTEXTIL.NS,GHCL Textiles Limited,EQ,INE0PA801013,,local_data_nse_equity_list,2026-04-29
GICHSGFIN,GICHSGFIN.NS,GIC Housing Finance Limited,EQ,INE289B01019,,local_data_nse_equity_list,2026-04-29
GICL,GICL.NS,Globe International Carriers Limited,EQ,INE947T01022,,local_data_nse_equity_list,2026-04-29
GICRE,GICRE.NS,General Insurance Corporation of India,EQ,INE481Y01014,,local_data_nse_equity_list,2026-04-29
GILLANDERS,GILLANDERS.NS,Gillanders Arbuthnot & Company Limited,EQ,INE047B01011,,local_data_nse_equity_list,2026-04-29
GILLETTE,GILLETTE.NS,Gillette India Limited,EQ,INE322A01010,,local_data_nse_equity_list,2026-04-29
GINNIFILA,GINNIFILA.NS,Ginni Filaments Limited,EQ,INE424C01010,,local_data_nse_equity_list,2026-04-29
GIPCL,GIPCL.NS,Gujarat Industries Power Company Limited,EQ,INE162A01010,,local_data_nse_equity_list,2026-04-29
GKENERGY,GKENERGY.NS,GK Energy Limited,EQ,INE1AG301022,,local_data_nse_equity_list,2026-04-29
GKSL,GKSL.NS,Gujarat Kidney And Super Speciality Limited,EQ,INE0V0W01025,,local_data_nse_equity_list,2026-04-29
GKWLIMITED,GKWLIMITED.NS,GKW Limited,EQ,INE528A01020,,local_data_nse_equity_list,2026-04-29
