symbol,yahoo_symbol,name,series,isin,listed_on
PVRINOX,PVRINOX.NS,PVR INOX Limited,EQ,INE191H01014,04-JAN-2006
PVSL,PVSL.NS,Popular Vehicles and Services Limited,EQ,INE772T01024,19-MAR-2024
PWL,PWL.NS,Physicswallah Limited,EQ,INE0LP301011,18-NOV-2025
PYRAMID,PYRAMID.NS,Pyramid Technoplast Limited,EQ,INE0MIS01010,29-AUG-2023
QPOWER,QPOWER.NS,Quality Power Electrical Equipments Limited,EQ,INE0SII01026,24-FEB-2025
QUADFUTURE,QUADFUTURE.NS,Quadrant Future Tek Limited,EQ,INE0LRY01011,14-JAN-2025
QUESS,QUESS.NS,Quess Corp Limited,EQ,INE615P01015,12-JUL-2016
QUICKHEAL,QUICKHEAL.NS,Quick Heal Technologies Limited,EQ,INE306L01010,18-FEB-2016
QUINT,QUINT.NS,Quint Digital Limited,EQ,INE641R01017,20-APR-2026
RACE,RACE.NS,Race Eco Chain Limited,BE,INE084Q01012,09-MAY-2023
RACLGEAR,RACLGEAR.NS,RACL Geartech Limited,EQ,INE704B01017,27-NOV-2024
RADAAN,RADAAN.NS,Radaan Mediaworks India Limited,EQ,INE874F01027,27-FEB-2003
RADHIKAJWE,RADHIKAJWE.NS,Radhika Jeweltech Limited,EQ,INE583V01021,18-JUL-2022
RADIANTCMS,RADIANTCMS.NS,Radiant Cash Management Services Limited,EQ,INE855R01021,04-JAN-2023
RADICO,RADICO.NS,Radico Khaitan Limited,EQ,INE944F01028,18-JUN-2003
RADIOCITY,RADIOCITY.NS,Music Broadcast Limited,BE,INE919I01024,17-MAR-2017
RAILTEL,RAILTEL.NS,Railtel Corporation Of India Limited,EQ,INE0DD101019,26-FEB-2021
RAIN,RAIN.NS,Rain Industries Limited,EQ,INE855B01025,03-MAR-2008
RAINBOW,RAINBOW.NS,Rainbow Childrens Medicare Limited,EQ,INE961O01016,10-MAY-2022
RAJESHEXPO,RAJESHEXPO.NS,Rajesh Exports Limited,BZ,INE343B01030,09-FEB-2000
RAJMET,RAJMET.NS,Rajnandini Metal Limited,BE,INE00KV01022,16-FEB-2021
RAJOOENG,RAJOOENG.NS,Rajoo Engineers Limited,EQ,INE535F01024,29-MAY-2025
RAJPALAYAM,RAJPALAYAM.NS,Rajapalayam Mills Limited,EQ,INE296E01026,20-APR-2026
RAJRATAN,RAJRATAN.NS,Rajratan Global Wire Limited,EQ,INE451D01029,22-MAY-2020
RAJRILTD,RAJRILTD.NS,Raj Rayon Industries Limited,BE,INE533D01032,16-MAR-2022
RAJSREESUG,RAJSREESUG.NS,Rajshree Sugars & Chemicals Limited,EQ,INE562B01019,29-MAR-1995
RAJTV,RAJTV.NS,Raj Television Network Limited,EQ,INE952H01027,16-MAR-2007
RALLIS,RALLIS.NS,Rallis India Limited,EQ,INE613A01020,01-APR-1999
RAMANEWS,RAMANEWS.NS,Shree Rama Newsprint Limited,EQ,INE278B01020,20-SEP-2006
RAMAPHO,RAMAPHO.NS,Rama Phosphates Limited,EQ,INE809A01032,05-AUG-2022
RAMASTEEL,RAMASTEEL.NS,Rama Steel Tubes Limited,EQ,INE230R01035,19-AUG-2015
RAMCOCEM,RAMCOCEM.NS,The Ramco Cements Limited,EQ,INE331A01037,09-APR-1997
RAMCOIND,RAMCOIND.NS,Ramco Industries Limited,EQ,INE614A01028,06-NOV-1996
RAMCOSYS,RAMCOSYS.NS,Ramco Systems Limited,EQ,INE246B01019,12-APR-2000
RAMKY,RAMKY.NS,Ramky Infrastructure Limited,EQ,INE874I01013,08-OCT-2010
RAMRAT,RAMRAT.NS,Ram Ratna Wires Limited,EQ,INE207E01023,29-JUL-2022
RANASUG,RANASUG.NS,Rana Sugars Limited,EQ,INE625B01014,24-FEB-2005
RANEHOLDIN,RANEHOLDIN.NS,Rane Holdings Limited,EQ,INE384A01010,24-SEP-1997
RATEGAIN,RATEGAIN.NS,Rategain Travel Technologies Limited,EQ,INE0CLI01024,17-DEC-2021
RATNAMANI,RATNAMANI.NS,Ratnamani Metals & Tubes Limited,EQ,INE703B01027,09-MAY-2006
RATNAVEER,RATNAVEER.NS,Ratnaveer Precision Engineering Limited,EQ,INE05CZ01011,11-SEP-2023
RAYMOND,RAYMOND.NS,Raymond Limited,EQ,INE301A01014,18-OCT-1995
RAYMONDLSL,RAYMONDLSL.NS,Raymond Lifestyle Limited,EQ,INE02ID01020,05-SEP-2024
RAYMONDREL,RAYMONDREL.NS,Raymond Realty Limited,EQ,INE1SY401010,01-JUL-2025
RBA,RBA.NS,Restaurant Brands Asia Limited,EQ,INE07T201019,14-DEC-2020
RBLBANK,RBLBANK.NS,RBL Bank Limited,EQ,INE976G01028,31-AUG-2016
RBZJEWEL,RBZJEWEL.NS,RBZ Jewellers Limited,EQ,INE0PEQ01016,27-DEC-2023
RCF,RCF.NS,Rashtriya Chemicals and Fertilizers Limited,EQ,INE027A01015,07-JAN-1998
RCOM,RCOM.NS,Reliance Communications Limited,BE,INE330H01018,06-MAR-2006
RECLTD,RECLTD.NS,REC Limited,EQ,INE020B01018,12-MAR-2008
REDINGTON,REDINGTON.NS,Redington Limited,EQ,INE891D01026,15-FEB-2007
REDTAPE,REDTAPE.NS,Redtape Limited,EQ,INE0LXT01019,11-AUG-2023
REFEX,REFEX.NS,Refex Industries Limited,EQ,INE056I01025,03-DEC-2009
REGAAL,REGAAL.NS,Regaal Resources Limited,EQ,INE0MHO01029,20-AUG-2025
REGENCERAM,REGENCERAM.NS,Regency Ceramics Limited,EQ,INE277C01012,05-JUN-1996
RELAXO,RELAXO.NS,Relaxo Footwears Limited,EQ,INE131B01039,17-JUN-2011
RELCHEMQ,RELCHEMQ.NS,Reliance Chemotex Industries Limited,EQ,INE750D01016,25-MAY-2022
RELIABLE,RELIABLE.NS,Reliable Data Services Limited,EQ,INE375Y01018,10-JUL-2024
RELIANCE,RELIANCE.NS,Reliance Industries Limited,EQ,INE002A01018,29-NOV-1995
RELIGARE,RELIGARE.NS,Religare Enterprises Limited,EQ,INE621H01010,21-NOV-2007
RELTD,RELTD.NS,Ravindra Energy Limited,EQ,INE206N01018,30-JUL-2024
REMSONSIND,REMSONSIND.NS,Remsons Industries Limited,EQ,INE474C01023,31-JAN-1996
RENUKA,RENUKA.NS,Shree Renuka Sugars Limited,EQ,INE087H01022,31-OCT-2005
REPCOHOME,REPCOHOME.NS,Repco Home Finance Limited,EQ,INE612J01015,01-APR-2013
REPL,REPL.NS,Rudrabhishek Enterprises Limited,BE,INE364Z01019,14-DEC-2020
REPRO,REPRO.NS,Repro India Limited,EQ,INE461B01014,22-DEC-2005
RESPONIND,RESPONIND.NS,Responsive Industries Limited,EQ,INE688D01026,29-OCT-2010
RETAIL,RETAIL.NS,JHS Svendgaard Retail Ventures Limited,EQ,INE03DD01011,26-JUN-2024
RGL,RGL.NS,Renaissance Global Limited,EQ,INE722H01024,12-DEC-2007
RHETAN,RHETAN.NS,Rhetan TMT Limited,EQ,INE0KKN01029,26-SEP-2025
RHIM,RHIM.NS,RHI MAGNESITA INDIA LIMITED,EQ,INE743M01012,12-MAR-2012
RHL,RHL.NS,Robust Hotels Limited,EQ,INE508K01013,25-APR-2023
RICOAUTO,RICOAUTO.NS,Rico Auto Industries Limited,EQ,INE209B01025,12-MAY-2003
RIIL,RIIL.NS,Reliance Industrial Infrastructure Limited,EQ,INE046A01015,29-NOV-1995
RISHABH,RISHABH.NS,Rishabh Instruments Limited,EQ,INE0N2P01017,11-SEP-2023
RITCO,RITCO.NS,Ritco Logistics Limited,EQ,INE01EG01016,12-APR-2022
RITES,RITES.NS,RITES Limited,EQ,INE320J01015,02-JUL-2018
RKDL,RKDL.NS,Ravi Kumar Distilleries Limited,EQ,INE722J01012,27-DEC-2010
RKEC,RKEC.NS,RKEC Projects Limited,EQ,INE786W01010,18-DEC-2020
RKFORGE,RKFORGE.NS,Ramkrishna Forgings Limited,EQ,INE399G01023,05-MAY-2004
RKSWAMY,RKSWAMY.NS,R K Swamy Limited,EQ,INE0NQ801033,12-MAR-2024
RMC,RMC.NS,RMC Switchgears Limited,BE,INE655V01019,01-APR-2026
RMDRIP,RMDRIP.NS,R M Drip and Sprinklers Systems Limited,EQ,INE219Y01026,30-JUL-2025
RML,RML.NS,Rane (Madras) Limited,EQ,INE050H01012,30-AUG-2005
RNBDENIMS,RNBDENIMS.NS,R&B Denims Limited,BE,INE012Q01039,04-SEP-2025
ROHLTD,ROHLTD.NS,Royal Orchid Hotels Limited,EQ,INE283H01019,06-FEB-2006
ROLEXRINGS,ROLEXRINGS.NS,Rolex Rings Limited,EQ,INE645S01024,09-AUG-2021
ROLLT,ROLLT.NS,Rollatainers Limited,EQ,INE927A01040,22-NOV-2016
ROML,ROML.NS,Raj Oil Mills Limited,EQ,INE294G01026,06-OCT-2020
ROSSARI,ROSSARI.NS,Rossari Biotech Limited,EQ,INE02A801020,23-JUL-2020
ROSSELLIND,ROSSELLIND.NS,Rossell India Limited,EQ,INE847C01020,25-SEP-2012
ROSSTECH,ROSSTECH.NS,Rossell Techsys Limited,EQ,INE0OJW01016,09-DEC-2024
ROTO,ROTO.NS,Roto Pumps Limited,EQ,INE535D01037,21-APR-2022
ROUTE,ROUTE.NS,ROUTE MOBILE LIMITED,EQ,INE450U01017,21-SEP-2020
RPEL,RPEL.NS,Raghav Productivity Enhancers Limited,EQ,INE912T01018,08-AUG-2024
RPGLIFE,RPGLIFE.NS,RPG Life Sciences Limited,EQ,INE105J01010,10-JUN-2008
RPOWER,RPOWER.NS,Reliance Power Limited,EQ,INE614G01033,11-FEB-2008
RPPINFRA,RPPINFRA.NS,R.P.P. Infra Projects Limited,EQ,INE324L01013,06-DEC-2010
RPPL,RPPL.NS,Rajshree Polypack Limited,EQ,INE760W01023,26-NOV-2021
RPSGVENT,RPSGVENT.NS,RPSG VENTURES LIMITED,EQ,INE425Y01011,25-JAN-2019
RPTECH,RPTECH.NS,Rashi Peripherals Limited,EQ,INE0J1F01024,14-FEB-2024
RRIL,RRIL.NS,RRIL Limited,EQ,INE951M01037,20-APR-2026
RRKABEL,RRKABEL.NS,R R Kabel Limited,EQ,INE777K01022,20-SEP-2023
RSDFIN,RSDFIN.NS,RSD Finance Limited,EQ,INE616F01022,20-APR-2026
RSL,RSL.NS,Rajputana Stainless Limited,EQ,INE313L01016,19-MAR-2026
RSSOFTWARE,RSSOFTWARE.NS,R. S. Software (India) Limited,BE,INE165B01029,19-MAY-1999
RSWM,RSWM.NS,RSWM Limited,EQ,INE611A01016,15-FEB-1995
RSYSTEMS,RSYSTEMS.NS,R Systems International Limited,EQ,INE411H01032,26-APR-2006
RTNINDIA,RTNINDIA.NS,RattanIndia Enterprises Limited,EQ,INE834M01019,30-JUL-2012
RTNPOWER,RTNPOWER.NS,RattanIndia Power Limited,EQ,INE399K01017,30-OCT-2009
RUBFILA,RUBFILA.NS,Rubfila International Limited,EQ,INE642C01025,08-AUG-2024
RUBICON,RUBICON.NS,Rubicon Research Limited,EQ,INE506V01022,16-OCT-2025
RUBYMILLS,RUBYMILLS.NS,The Ruby Mills Limited,EQ,INE301D01026,29-MAR-1995
RUCHINFRA,RUCHINFRA.NS,Ruchi Infrastructure Limited,EQ,INE413B01023,16-OCT-1996
RUCHIRA,RUCHIRA.NS,Ruchira Papers Limited,EQ,INE803H01014,20-DEC-2006
RUDRA,RUDRA.NS,Rudra Global Infra Products Limited,BE,INE027T01023,19-DEC-2025
RUPA,RUPA.NS,Rupa & Company Limited,EQ,INE895B01021,07-DEC-2011
RUSHIL,RUSHIL.NS,Rushil Decor Limited,EQ,INE573K01025,07-JUL-2011
RUSTOMJEE,RUSTOMJEE.NS,Keystone Realtors Limited,EQ,INE263M01029,24-NOV-2022
RVHL,RVHL.NS,Ravinder Heights Limited,EQ,INE09E501017,18-DEC-2020
RVNL,RVNL.NS,Rail Vikas Nigam Limited,EQ,INE415G01027,11-APR-2019
RVTH,RVTH.NS,Revathi Equipment India Limited,EQ,INE0DAB01012,11-SEP-2024
S&SPOWER,S&SPOWER.NS,S&S Power Switchgears Limited,BE,INE902B01017,27-SEP-1995
SAATVIKGL,SAATVIKGL.NS,Saatvik Green Energy Limited,EQ,INE13B501022,26-SEP-2025
SADBHAV,SADBHAV.NS,Sadbhav Engineering Limited,BE,INE226H01026,01-MAR-2006
SADBHIN,SADBHIN.NS,Sadbhav Infrastructure Project Limited,EQ,INE764L01010,16-SEP-2015
SADHNANIQ,SADHNANIQ.NS,Sadhana Nitrochem Limited,BE,INE888C01040,05-MAY-2023
SAFARI,SAFARI.NS,Safari Industries (India) Limited,EQ,INE429E01023,12-SEP-2019
SAGARDEEP,SAGARDEEP.NS,Sagardeep Alloys Limited,EQ,INE976T01013,25-JAN-2019
SAGCEM,SAGCEM.NS,Sagar Cements Limited,EQ,INE229C01021,29-JAN-2007
SAGILITY,SAGILITY.NS,SAGILITY LIMITED,EQ,INE0W2G01015,12-NOV-2024
SAHLIBHFI,SAHLIBHFI.NS,Shalibhadra Finance Limited,EQ,INE861D01011,10-APR-2026
SAHYADRI,SAHYADRI.NS,Sahyadri Industries Limited,EQ,INE280H01015,06-APR-2023
SAIL,SAIL.NS,Steel Authority of India Limited,EQ,INE114A01011,06-JUL-1995
SAILIFE,SAILIFE.NS,Sai Life Sciences Limited,EQ,INE570L01029,18-DEC-2024
SAIPARENT,SAIPARENT.NS,Sai Parenterals Limited,EQ,INE0H9F01037,02-APR-2026
SAKAR,SAKAR.NS,Sakar Healthcare Limited,EQ,INE732S01012,11-APR-2019
SAKHTISUG,SAKHTISUG.NS,Sakthi Sugars Limited,EQ,INE623A01011,06-SEP-1995
SAKSOFT,SAKSOFT.NS,Saksoft Limited,EQ,INE667G01023,09-MAY-2005
SAKUMA,SAKUMA.NS,Sakuma Exports Limited,BE,INE190H01024,08-MAR-2006
SALASAR,SALASAR.NS,Salasar Techno Engineering Limited,EQ,INE170V01027,25-JUL-2017
SALONA,SALONA.NS,Salona Cotspin Limited,EQ,INE498E01010,16-JUN-2016
SALSTEEL,SALSTEEL.NS,S.A.L. Steel Limited,EQ,INE658G01014,24-NOV-2004
SALZERELEC,SALZERELEC.NS,Salzer Electronics Limited,EQ,INE457F01013,02-DEC-2015
SAMBHAAV,SAMBHAAV.NS,Sambhaav Media Limited,BE,INE699B01027,05-JUN-1996
SAMBHV,SAMBHV.NS,Sambhv Steel Tubes Limited,EQ,INE12NJ01018,02-JUL-2025
SAMHI,SAMHI.NS,Samhi Hotels Limited,EQ,INE08U801020,22-SEP-2023
SAMMAANCAP,SAMMAANCAP.NS,Sammaan Capital Limited,EQ,INE148I01020,23-JUL-2013
SAMPANN,SAMPANN.NS,Sampann Utpadan India Limited,EQ,INE735M01018,27-JUL-2012
SANATHAN,SANATHAN.NS,Sanathan Textiles Limited,EQ,INE0JPD01013,27-DEC-2024
SANCO,SANCO.NS,Sanco Industries Limited,BZ,INE782L01012,22-NOV-2016
SANDESH,SANDESH.NS,The Sandesh Limited,EQ,INE583B01015,26-NOV-2002
SANDHAR,SANDHAR.NS,Sandhar Technologies Limited,EQ,INE278H01035,02-APR-2018
SANDUMA,SANDUMA.NS,Sandur Manganese & Iron Ores Limited,EQ,INE149K01016,07-SEP-2023
SANGAMIND,SANGAMIND.NS,Sangam (India) Limited,EQ,INE495C01010,17-JUL-1996
SANGHVIMOV,SANGHVIMOV.NS,Sanghvi Movers Limited,EQ,INE989A01032,24-JAN-2007
SANGINITA,SANGINITA.NS,Sanginita Chemicals Limited,BE,INE753W01010,15-JUL-2019
SANOFI,SANOFI.NS,Sanofi India Limited,EQ,INE058A01010,19-MAY-2003
SANOFICONR,SANOFICONR.NS,Sanofi Consumer Healthcare India Limited,EQ,INE0UOS01011,13-SEP-2024
SANSERA,SANSERA.NS,Sansera Engineering Limited,EQ,INE953O01021,24-SEP-2021
SANSTAR,SANSTAR.NS,Sanstar Limited,EQ,INE08NE01025,26-JUL-2024
SAPPHIRE,SAPPHIRE.NS,Sapphire Foods India Limited,EQ,INE806T01020,18-NOV-2021
SAPPL,SAPPL.NS,Shree Ajit Pulp & Paper Limited,EQ,INE185C01017,20-APR-2026
SARDAEN,SARDAEN.NS,Sarda Energy & Minerals Limited,EQ,INE385C01021,03-DEC-2009
SAREGAMA,SAREGAMA.NS,Saregama India Limited,EQ,INE979A01025,30-JUL-1997
SARLAPOLY,SARLAPOLY.NS,Sarla Performance Fibers Limited,EQ,INE453D01025,19-JAN-2007
SARVESHWAR,SARVESHWAR.NS,Sarveshwar Foods Limited,BE,INE324X01026,08-DEC-2022
SASKEN,SASKEN.NS,Sasken Technologies Limited,EQ,INE231F01020,09-SEP-2005
SASTASUNDR,SASTASUNDR.NS,Sastasundar Ventures Limited,EQ,INE019J01013,05-OCT-2010
SATIA,SATIA.NS,Satia Industries Limited,EQ,INE170E01023,17-JUL-2019
SATIN,SATIN.NS,Satin Creditcare Network Limited,EQ,INE836B01017,26-AUG-2015
SAURASHCEM,SAURASHCEM.NS,Saurashtra Cement Limited,EQ,INE626A01014,27-FEB-2024
SAYAJIHOTL,SAYAJIHOTL.NS,Sayaji Hotels Limited,EQ,INE318C01014,20-APR-2026
SBC,SBC.NS,SBC Exports Limited,EQ,INE04AK01028,23-NOV-2021
SBCL,SBCL.NS,Shivalik Bimetal Controls Limited,EQ,INE386D01027,24-JUN-2021
SBFC,SBFC.NS,SBFC Finance Limited,EQ,INE423Y01016,16-AUG-2023
SBGLP,SBGLP.NS,Suratwwala Business Group Limited,EQ,INE05ST01028,10-FEB-2023
SBICARD,SBICARD.NS,SBI Cards and Payment Services Limited,EQ,INE018E01016,16-MAR-2020
SBILIFE,SBILIFE.NS,SBI Life Insurance Company Limited,EQ,INE123W01016,03-OCT-2017
SBIN,SBIN.NS,State Bank of India,EQ,INE062A01020,01-MAR-1995
SCANSTL,SCANSTL.NS,Scan Steels Limited,EQ,INE099G01011,20-APR-2026
SCHAEFFLER,SCHAEFFLER.NS,Schaeffler India Limited,EQ,INE513A01022,29-NOV-2000
SCHAND,SCHAND.NS,S Chand And Company Limited,EQ,INE807K01035,09-MAY-2017
SCHNEIDER,SCHNEIDER.NS,Schneider Electric Infrastructure Limited,BE,INE839M01018,20-MAR-2012
SCI,SCI.NS,Shipping Corporation Of India Limited,EQ,INE109A01011,13-AUG-1997
SCILAL,SCILAL.NS,Shipping Corporation of India Land and Assets Limited,EQ,INE0PB301013,19-MAR-2024
SCODATUBES,SCODATUBES.NS,Scoda Tubes Limited,EQ,INE090501011,04-JUN-2025
SCPL,SCPL.NS,Sheetal Cool Products Limited,BE,INE501Y01019,22-NOV-2022
SDBL,SDBL.NS,Som Distilleries & Breweries Limited,EQ,INE480C01038,18-MAR-2014
SEAMECLTD,SEAMECLTD.NS,Seamec Limited,EQ,INE497B01018,28-JUN-1995
SECMARK,SECMARK.NS,SecMark Consultancy Limited,BE,INE0BTM01013,16-OCT-2023
SECURKLOUD,SECURKLOUD.NS,SECUREKLOUD TECHNOLOGIES LIMITED,BE,INE650K01021,29-JAN-2014
SEDEMAC,SEDEMAC.NS,SEDEMAC Mechatronics Limited,EQ,INE00XB01019,11-MAR-2026
SEIL,SEIL.NS,Shanti Educational Initiatives Limited,EQ,INE440T01028,20-APR-2026
SEJALLTD,SEJALLTD.NS,Sejal Glass Limited,EQ,INE955I01044,13-DEC-2021
SELMC,SELMC.NS,SEL Manufacturing Company Limited,EQ,INE105I01020,26-OCT-2021
SEMAC,SEMAC.NS,Semac Construction Limited,EQ,INE617A01013,11-AUG-2005
SENCO,SENCO.NS,Senco Gold Limited,EQ,INE602W01027,14-JUL-2023
SENORES,SENORES.NS,Senores Pharmaceuticals Limited,EQ,INE0RB801010,30-DEC-2024
SEPC,SEPC.NS,SEPC Limited,EQ,INE964H01014,20-FEB-2008
SERVOTECH,SERVOTECH.NS,Servotech Renewable Power System Limited,EQ,INE782X01033,02-SEP-2021
SESHAPAPER,SESHAPAPER.NS,Seshasayee Paper and Boards Limited,EQ,INE630A01024,29-MAR-1995
SETCO,SETCO.NS,Setco Automotive Limited,BE,INE878E01021,01-JUL-2016
SETL,SETL.NS,Standard Engineering Technology Limited,EQ,INE0M4D01010,13-JAN-2025
SETUINFRA,SETUINFRA.NS,Setubandhan Infrastructure Limited,BZ,INE023M01027,04-OCT-2011
SEYAIND,SEYAIND.NS,Seya Industries Limited,BE,INE573R01012,11-JUL-2019
SFL,SFL.NS,Sheela Foam Limited,EQ,INE916U01025,09-DEC-2016
SGFIN,SGFIN.NS,SG Finserve Limited,EQ,INE618R01015,05-AUG-2025
SGIL,SGIL.NS,Synergy Green Industries Limited,EQ,INE00QT01015,28-JUL-2021
SGL,SGL.NS,STL Global Limited,EQ,INE353H01010,10-APR-2006
SGMART,SGMART.NS,SG Mart Limited,EQ,INE385F01024,12-SEP-2025
SHADOWFAX,SHADOWFAX.NS,Shadowfax Technologies Limited,EQ,INE12UN01015,28-JAN-2026
SHAH,SHAH.NS,Shah Metacorp Limited,EQ,INE482J01021,27-OCT-2010
SHAHALLOYS,SHAHALLOYS.NS,Shah Alloys Limited,EQ,INE640C01011,16-JUN-2005
SHAILY,SHAILY.NS,Shaily Engineering Plastics Limited,EQ,INE151G01028,04-APR-2022
SHAKTIPUMP,SHAKTIPUMP.NS,Shakti Pumps (India) Limited,EQ,INE908D01010,29-JAN-2015
SHALBY,SHALBY.NS,Shalby Limited,EQ,INE597J01018,15-DEC-2017
SHALPAINTS,SHALPAINTS.NS,Shalimar Paints Limited,EQ,INE849C01026,03-MAR-2008
SHANKARA,SHANKARA.NS,Shankara Building Products Limited,BE,INE274V01019,05-APR-2017
SHANTI,SHANTI.NS,Shanti Overseas (India) Limited,EQ,INE933X01016,16-SEP-2021
SHANTIGEAR,SHANTIGEAR.NS,Shanthi Gears Limited,EQ,INE631A01022,17-JAN-1996
SHANTIGOLD,SHANTIGOLD.NS,Shanti Gold International Limited,EQ,INE06ZD01017,01-AUG-2025
SHARDACROP,SHARDACROP.NS,Sharda Cropchem Limited,EQ,INE221J01015,23-SEP-2014
SHARDAMOTR,SHARDAMOTR.NS,Sharda Motor Industries Limited,EQ,INE597I01028,03-SEP-2015
SHARDUL,SHARDUL.NS,Shardul Securities Limited,EQ,INE037B01020,20-APR-2026
SHAREINDIA,SHAREINDIA.NS,Share India Securities Limited,EQ,INE932X01026,21-SEP-2020
SHBAJRG,SHBAJRG.NS,Shri Bajrang Alliance Limited,EQ,INE402H01015,20-APR-2026
SHEKHAWATI,SHEKHAWATI.NS,Shekhawati Industries Limited,EQ,INE268L01046,12-JAN-2011
SHEMAROO,SHEMAROO.NS,Shemaroo Entertainment Limited,EQ,INE363M01019,01-OCT-2014
SHILCTECH,SHILCTECH.NS,Shilchar Technologies Limited,EQ,INE024F01011,24-NOV-2025
SHILPAMED,SHILPAMED.NS,Shilpa Medicare Limited,EQ,INE790G01031,03-DEC-2009
SHINDL,SHINDL.NS,Sharat Industries Limited,EQ,INE220Z01013,20-APR-2026
SHIVALIK,SHIVALIK.NS,Shivalik Rasayan Limited,EQ,INE788J01021,09-DEC-2021
SHIVAMAUTO,SHIVAMAUTO.NS,Shivam Autotech Limited,EQ,INE637H01024,21-NOV-2006
SHIVAMILLS,SHIVAMILLS.NS,Shiva Mills Limited,EQ,INE644Y01017,26-FEB-2018
SHIVATEX,SHIVATEX.NS,Shiva Texyarn Limited,EQ,INE705C01020,26-DEC-2017
SHIVAUM,SHIVAUM.NS,Shiv Aum Steels Limited,BE,INE719F01016,14-NOV-2025
SHK,SHK.NS,S H Kelkar and Company Limited,EQ,INE500L01026,16-NOV-2015
SHOPERSTOP,SHOPERSTOP.NS,Shoppers Stop Limited,EQ,INE498B01024,23-MAY-2005
SHRADHA,SHRADHA.NS,Shradha Realty Limited,EQ,INE715Y01031,22-OCT-2020
SHREDIGCEM,SHREDIGCEM.NS,Shree Digvijay Cement Co.Ltd,EQ,INE232A01011,28-JAN-2020
SHREECEM,SHREECEM.NS,SHREE CEMENT LIMITED,EQ,INE070A01015,26-APR-1995
SHREEJISPG,SHREEJISPG.NS,Shreeji Shipping Global Limited,EQ,INE1B6101010,26-AUG-2025
SHREEPUSHK,SHREEPUSHK.NS,Shree Pushkar Chemicals & Fertilisers Limited,EQ,INE712K01011,10-SEP-2015
SHREERAMA,SHREERAMA.NS,Shree Rama Multi-Tech Limited,EQ,INE879A01019,13-MAR-2000
SHRENIK,SHRENIK.NS,Shrenik Limited,BZ,INE632X01030,02-AUG-2019
SHREYANIND,SHREYANIND.NS,Shreyans Industries Limited,EQ,INE231C01019,06-NOV-1996
SHRIKRISH,SHRIKRISH.NS,Shri Krishna Devcon Limited,EQ,INE997I01012,20-APR-2026
SHRINGARMS,SHRINGARMS.NS,Shringar House of Mangalsutra Limited,EQ,INE1B3L01017,17-SEP-2025
SHRIPISTON,SHRIPISTON.NS,Shriram Pistons & Rings Limited,EQ,INE526E01018,02-JUN-2016
SHRIRAMFIN,SHRIRAMFIN.NS,Shriram Finance Limited,EQ,INE721A01047,11-DEC-1996
SHRIRAMPPS,SHRIRAMPPS.NS,Shriram Properties Limited,EQ,INE217L01019,20-DEC-2021
SHYAMCENT,SHYAMCENT.NS,Shyam Century Ferrous Limited,EQ,INE979R01011,28-JUL-2015
SHYAMMETL,SHYAMMETL.NS,Shyam Metalics and Energy Limited,EQ,INE810G01011,24-JUN-2021
SHYAMTEL,SHYAMTEL.NS,Shyam Telecom Limited,EQ,INE635A01023,06-NOV-2006
SICAGEN,SICAGEN.NS,Sicagen India Limited,EQ,INE176J01011,20-APR-2026
SICALLOG,SICALLOG.NS,Sical Logistics Limited,BE,INE075B01020,12-OCT-2023
SIEMENS,SIEMENS.NS,Siemens Limited,EQ,INE003A01024,06-SEP-1995
SIGACHI,SIGACHI.NS,Sigachi Industries Limited,EQ,INE0D0K01022,15-NOV-2021
SIGIND,SIGIND.NS,Signet Industries Limited,EQ,INE529F01035,29-AUG-2018
SIGMA,SIGMA.NS,Sigma Solve Limited,EQ,INE0A0S01028,09-JUN-2023
SIGMAADV,SIGMAADV.NS,SIGMA ADVANCED SYSTEMS LIMITED,EQ,INE933B01012,19-JUL-2007
SIGNATURE,SIGNATURE.NS,Signatureglobal (India) Limited,EQ,INE903U01023,27-SEP-2023
SIGNPOST,SIGNPOST.NS,Signpost India Limited,EQ,INE0KGZ01021,14-FEB-2024
SIKA,SIKA.NS,Sika Interplant Systems Limited,EQ,INE438E01032,20-APR-2026
SIKKO,SIKKO.NS,Sikko Industries Limited,EQ,INE112X01025,22-OCT-2021
SIL,SIL.NS,Standard Industries Limited,EQ,INE173A01025,27-JAN-2004
SILGO,SILGO.NS,Silgo Retail Limited,EQ,INE01II01013,03-MAR-2021
SILINV,SILINV.NS,SIL Investments Limited,EQ,INE923A01015,22-MAY-1996
SILLYMONKS,SILLYMONKS.NS,Silly Monks Entertainment Limited,EQ,INE203Y01012,08-JUL-2020
SILVERTUC,SILVERTUC.NS,Silver Touch Technologies Limited,EQ,INE625X01026,12-MAY-2022
SIMBHALS,SIMBHALS.NS,Simbhaoli Sugars Limited,BZ,INE748T01016,14-MAR-2016
SIMPLEXINF,SIMPLEXINF.NS,Simplex Infrastructures Limited,EQ,INE059B01024,09-MAR-2004
SINCLAIR,SINCLAIR.NS,Sinclairs Hotels Limited,EQ,INE985A01022,10-APR-2024
SINDHUTRAD,SINDHUTRAD.NS,Sindhu Trade Links Limited,EQ,INE325D01025,20-JUN-2023
SINGERIND,SINGERIND.NS,Singer India Limited,EQ,INE638A01035,19-MAR-2026
SINTERCOM,SINTERCOM.NS,Sintercom India Limited,EQ,INE129Z01016,07-OCT-2020
SIRCA,SIRCA.NS,Sirca Paints India Limited,EQ,INE792Z01011,22-JUL-2019
